"model solutions"
1.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"35",-0.060892361,-0.081782266,-0.052060164,-0.008832197,0.0134460626,-0.032769343,1.00,1.00,1.00,0.0059422249
"36",-0.059364309,-0.082436237,-0.050532111,-0.008832197,0.0540189608,-0.031686800,1.00,1.00,1.00,0.0009015804
"37",-0.056431560,-0.083024810,-0.047599363,-0.008832197,0.0516295536,-0.029677401,1.00,1.00,1.00,0.0009415356
"38",-0.063453326,-0.083554526,-0.054621129,-0.008832197,0.0472168177,-0.034289068,1.00,1.00,1.00,0.0010158012
"39",-0.041920976,-0.084031271,-0.033088779,-0.008832197,0.0574616442,-0.019930144,1.00,1.00,1.00,0.0008452673
"40",-0.005994335,-0.084460341,0.0028378624,-0.008832197,0.0264494540,0.0039918054,1.00,1.00,1.00,0.0038609912
"41",0.0047662267,-0.073142775,0.0018946944,0.0028715323,0.0000000000,0.0111849100,0.00,1.00,1.00,0.0008425522
"42",-0.005669101,-0.057284786,-0.014212813,0.0085437112,0.0000000000,0.0031639099,0.00,1.00,1.00,0.0004404890
"43",0.0038439934,-0.049237711,0.0015253968,0.0023185966,0.0000000000,0.0079575610,0.00,1.00,1.00,0.0010965811
"44",0.0282044811,-0.038205231,0.0220957726,0.0061087085,0.0000000000,0.0233253210,0.00,1.00,1.00,0.0005666371
"45",0.0239209125,-0.016149489,0.0056856934,0.0182352191,0.0000000000,0.0194235676,0.00,1.00,1.00,0.0000155509
"46",0.0410310122,0.0007339761,0.0257624959,0.0152685163,0.0000000000,0.0286079239,0.00,1.00,1.00,0.0001129075
"47",0.0199126254,0.0232637025,-0.002690499,0.0226031240,0.0000000000,0.0130599850,0.00,1.00,1.00,0.0000114112
"48",0.0395153831,0.0313380337,0.0291146816,0.0104007015,0.0000000000,0.0238346332,0.00,1.00,1.00,0.0003586308
"49",0.0278356174,0.0471786650,0.0088611828,0.0189744346,0.0000000000,0.0153899862,0.00,1.00,1.00,0.0000154904
"50",0.0248979668,0.0547974603,0.0125613050,0.0123366618,0.0000000000,0.0119766793,0.00,1.00,1.00,0.0002658315
"51",-0.021027987,0.0589685031,-0.030678776,0.0096507888,0.0000000000,-0.018860973,0.00,1.00,1.00,0.0003995056
"52",-0.041398854,0.0442394555,-0.032566657,-0.008832197,0.0227185406,-0.032595510,1.00,1.00,1.00,0.0043096470
"53",-0.015843310,0.0309833126,-0.007011112,-0.008832197,0.0510613250,-0.014501761,1.00,1.00,1.00,0.0009170072
"54",-0.002755381,0.0190527841,0.0060768159,-0.008832197,0.0144105048,-0.004688872,1.00,1.00,1.00,0.0057192938
"55",-0.005957455,0.0134861524,-0.002296102,-0.003661353,0.0000000000,-0.005694427,0.00,1.00,1.00,0.0037085983
"56",0.0435830527,0.0076697745,0.0480508153,-0.004467763,0.0000000000,0.0274439474,0.00,1.00,1.00,0.0040581438
"57",0.0367539237,0.0286215014,0.0150352193,0.0217187044,0.0000000000,0.0235010592,0.00,1.00,1.00,0.0000123993
"58",0.0597935052,0.0444567858,0.0410960707,0.0186974345,0.0000000000,0.0366609754,0.00,1.00,1.00,0.0000157513
"59",0.0249962066,0.0692370451,-0.004229731,0.0292259378,0.0000000000,0.0122952159,0.00,1.00,1.00,0.0000051366
"60",0.0265048016,0.0722647760,0.0165533662,0.0099514354,0.0000000000,0.0109801427,0.00,1.00,1.00,0.0003862188
"61",0.0022437745,0.0739519095,-0.006669837,0.0089136111,0.0000000000,-0.005190156,0.00,1.00,1.00,0.0004380081
2.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",0.0079325194,0.0000000000,0.0079325194,0.0000000000,0.0000000000,0.0052303247,0.00,1.00,1.00,0.0021212147
"3",-0.036683877,0.0041297804,-0.040813658,0.0041297804,0.0000000000,-0.024187598,0.00,1.00,1.00,0.0006718552
"4",-0.061831793,-0.005115395,-0.052999596,-0.008832197,0.0340520876,-0.041138675,1.00,1.00,1.00,0.0025410455
"5",-0.102729973,-0.013436053,-0.093897776,-0.008832197,0.0709672720,-0.067289358,1.00,1.00,0.00,0.0085459047
"6",-0.097028046,-0.020924645,-0.088195848,-0.008832197,0.1354549841,-0.062797937,1.00,1.00,1.00,0.0004213463
"7",-0.088130318,-0.027664378,-0.079298121,-0.008832197,0.1240601094,-0.056260683,1.00,1.00,0.00,0.0004618557
"8",-0.059475765,-0.033730137,-0.050643567,-0.008832197,0.1077404176,-0.036719729,1.00,1.00,1.00,0.0004275970
"9",-0.049192643,-0.039189321,-0.040360446,-0.008832197,0.0617095574,-0.029367302,1.00,1.00,1.00,0.0007597365
"10",-0.044609383,-0.044102586,-0.035777186,-0.008832197,0.0456733640,-0.025833927,1.00,1.00,1.00,0.0010310433
"11",-0.004101739,-0.048524525,0.0047304581,-0.008832197,0.0382163636,0.0014383526,1.00,1.00,1.00,0.0019702809
"12",0.0107301387,-0.042678974,0.0097370404,0.0009930983,0.0000000000,0.0116817425,0.00,1.00,0.00,0.0030285850
"13",0.0050803725,-0.029351424,-0.003979280,0.0090596527,0.0000000000,0.0073821151,0.00,1.00,1.00,0.0004179700
"14",0.0122320747,-0.020687544,0.0065033376,0.0057287371,0.0000000000,0.0108443921,0.00,1.00,1.00,0.0005878803
"15",-0.006235345,-0.010131931,-0.014722204,0.0084868591,0.0000000000,-0.002179318,0.00,1.00,1.00,0.0004492801
"16",0.0048874742,-0.010864050,0.0066327861,-0.001745312,0.0000000000,0.0041738377,0.00,1.00,1.00,0.0028696360
"17",0.0258309232,-0.006515216,0.0225684950,0.0032624282,0.0000000000,0.0180658690,0.00,1.00,1.00,0.0007215534
"18",0.0146022794,0.0083764457,0.0003621390,0.0142401404,0.0000000000,0.0102432351,0.00,1.00,1.00,0.0001648645
"19",0.0179437199,0.0156571781,0.0098253429,0.0081183770,0.0000000000,0.0110407924,0.00,1.00,1.00,0.0004709405
"20",0.0090305873,0.0228662647,0.0002557829,0.0087748044,0.0000000000,0.0044874417,0.00,1.00,1.00,0.0004388330
"21",0.0563719540,0.0241901481,0.0527614442,0.0036105098,0.0000000000,0.0349631769,0.00,1.00,1.00,0.0007001213
"22",0.0179466805,0.0495341773,-0.009816364,0.0277630441,0.0000000000,0.0095572431,0.00,1.00,1.00,0.0000063875
"23",-0.003141254,0.0522918919,-0.010852387,0.0077111323,0.0000000000,-0.006645922,0.00,1.00,1.00,0.0004955905
"24",-0.023107107,0.0419106560,-0.017955060,-0.005152047,0.0000000000,-0.019998990,0.00,1.00,1.00,0.0043623308
"25",-0.021887458,0.0288873931,-0.013055261,-0.008832197,0.0251245671,-0.018259689,1.00,1.00,1.00,0.0039293775
"26",-0.019027002,0.0171664565,-0.010194804,-0.008832197,0.0217906210,-0.015195569,1.00,1.00,1.00,0.0044899837
"27",-0.016497019,0.0066176136,-0.007664822,-0.008832197,0.0158556627,-0.012458288,1.00,1.00,1.00,0.0054842820
"28",-0.011158674,-0.002876345,-0.002326477,-0.008832197,0.0106043836,-0.007970326,1.00,1.00,1.00,0.0063730471
"29",-0.002930413,-0.008885600,0.0033664762,-0.006296889,0.0000000000,-0.001663874,0.00,1.00,1.00,0.0048562196
"30",-0.013206185,-0.009332775,-0.011870450,-0.001335735,0.0000000000,-0.007883388,0.00,1.00,1.00,0.0026929929
"31",-0.016051430,-0.014640233,-0.009810694,-0.006240736,0.0000000000,-0.009719497,0.00,1.00,0.00,0.0048308940
"32",-0.024680925,-0.020873951,-0.016983184,-0.007697741,0.0000000000,-0.014924441,0.00,1.00,1.00,0.0054732400
"33",-0.006612894,-0.027618753,0.0022193037,-0.008832197,0.0156170671,-0.002411266,1.00,1.00,1.00,0.0055476204
"34",-0.004773879,-0.026829397,-0.002801360,-0.001972519,0.0000000000,-0.000562518,0.00,1.00,1.00,0.0029620385
"35",-0.030507735,-0.024662072,-0.029992121,-0.000515614,0.0000000000,-0.017647194,0.00,1.00,1.00,0.0023316867
"36",-0.009266762,-0.031028062,-0.000434565,-0.008832197,0.0210776751,-0.003809809,1.00,1.00,1.00,0.0046550787
"37",0.0371088602,-0.031006633,0.0401902379,-0.003081378,0.0000000000,0.0274544633,0.00,1.00,1.00,0.0034433136
"38",0.0011071746,-0.006382887,-0.020415908,0.0215230827,0.0000000000,0.0036454399,0.00,1.00,1.00,0.0000121888
"39",0.0297235472,-0.002885332,0.0268642804,0.0028592668,0.0000000000,0.0202069190,0.00,1.00,1.00,0.0008957040
"40",0.0251960743,0.0133502035,0.0092490722,0.0159470021,0.0000000000,0.0168872291,0.00,1.00,1.00,0.0000816854
"41",0.0160310032,0.0254075475,0.0026386389,0.0133923643,0.0000000000,0.0093130359,0.00,1.00,1.00,0.0002093804
"42",0.0090024033,0.0303068508,0.0015623453,0.0074400580,0.0000000000,0.0035597478,0.00,1.00,1.00,0.0005067484
"43",0.0307854342,0.0301725792,0.0278890207,0.0028964135,0.0000000000,0.0174264419,0.00,1.00,1.00,0.0009013136
"44",0.0121161565,0.0410428262,-0.001771348,0.0138875049,0.0000000000,0.0051639608,0.00,1.00,1.00,0.0001873638
"45",-0.014540150,0.0411365464,-0.018738153,0.0041980028,0.0000000000,-0.013354993,0.00,1.00,1.00,0.0006717033
"46",-0.031363239,0.0281906945,-0.022531042,-0.008832197,0.0121377664,-0.024413578,1.00,1.00,1.00,0.0061000346
"47",-0.036885508,0.0165394277,-0.028053311,-0.008832197,0.0341977952,-0.026876196,1.00,1.00,1.00,0.0024820780
"48",-0.047763494,0.0060532877,-0.038931297,-0.008832197,0.0394521453,-0.032984592,1.00,1.00,1.00,0.0016731166
"49",-0.035145222,-0.003384238,-0.026313024,-0.008832197,0.0526150993,-0.023724778,1.00,1.00,1.00,0.0009004525
"50",-0.050012202,-0.011878012,-0.041180005,-0.008832197,0.0331991209,-0.032669773,1.00,1.00,1.00,0.0026869526
"51",-0.057888841,-0.019522408,-0.049056644,-0.008832197,0.0522886748,-0.037099592,1.00,1.00,1.00,0.0009109060
"52",-0.056449870,-0.026402364,-0.047617673,-0.008832197,0.0622203672,-0.035458191,1.00,1.00,1.00,0.0007467629
"53",-0.019490251,-0.032594325,-0.010658054,-0.008832197,0.0587252369,-0.010404266,1.00,1.00,1.00,0.0008068539
"54",-0.012503871,-0.037604823,-0.004233941,-0.008269930,0.0000000000,-0.005206319,0.00,1.00,0.00,0.0070820487
"55",0.0142956648,-0.038039727,0.0184910510,-0.004195386,0.0000000000,0.0129968962,0.00,1.00,1.00,0.0039284788
"56",0.0223831309,-0.024123271,0.0122706474,0.0101124835,0.0000000000,0.0183900675,0.00,1.00,1.00,0.0003656449
"57",0.0384439698,-0.007293268,0.0240262946,0.0144176752,0.0000000000,0.0276690956,0.00,1.00,1.00,0.0001535684
"58",0.0843453375,0.0152551228,0.0625262731,0.0218190644,0.0000000000,0.0563334173,0.00,1.00,1.00,0.0000121363
"59",0.0567072180,0.0583745995,0.0120622290,0.0446449890,0.0000000000,0.0359160307,0.00,1.00,1.00,0.0000013481
"60",0.0568286404,0.0812482639,0.0281175160,0.0287111244,0.0000000000,0.0318744847,0.00,1.00,1.00,0.0000058110
"61",0.0667422468,0.0987325229,0.0411331615,0.0256090854,0.0000000000,0.0362024677,0.00,1.00,1.00,0.0000091941
3.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",-0.015709334,0.0000000000,-0.015709334,0.0000000000,0.0000000000,-0.010357985,0.00,1.00,1.00,0.0021212147
"3",-0.034631297,-0.008175780,-0.026455516,-0.008175780,0.0000000000,-0.022834224,0.00,1.00,1.00,0.0056847974
"4",-0.006892761,-0.016190400,0.0019394359,-0.008832197,0.0314287038,-0.003783371,1.00,1.00,1.00,0.0029740226
"5",0.0028924245,-0.017595702,0.0059167673,-0.003024343,0.0000000000,0.0034269618,0.00,1.00,1.00,0.0034226866
"6",0.0031390695,-0.013183192,0.0004861296,0.0026529399,0.0000000000,0.0037222142,0.00,1.00,1.00,0.0009769725
"7",0.0335978013,-0.008965687,0.0306986149,0.0028991864,0.0000000000,0.0234146175,0.00,1.00,1.00,0.0008746728
"8",0.0081206009,0.0103822889,-0.010330806,0.0184514069,0.0000000000,0.0061977135,0.00,1.00,1.00,0.0000156264
"9",0.0087743130,0.0142705080,0.0038478649,0.0049264480,0.0000000000,0.0048118632,0.00,1.00,1.00,0.0006322174
"10",-0.001468985,0.0166857294,-0.005311257,0.0038422722,0.0000000000,-0.002296704,0.00,1.00,1.00,0.0006876498
"11",-0.040144062,0.0132430084,-0.038369913,-0.001774148,0.0000000000,-0.027981661,0.00,1.00,0.00,0.0029201910
"12",-0.022301783,0.0030865102,-0.013469585,-0.008832197,0.0418170382,-0.015920518,1.00,1.00,0.00,0.0078024064
"13",-0.006634324,-0.006054338,0.0021978729,-0.008832197,0.0173873683,-0.004661235,1.00,1.00,1.00,0.0052384300
"14",-0.011562241,-0.009141908,-0.007869237,-0.003693004,0.0000000000,-0.007061736,0.00,1.00,1.00,0.0037164132
"15",-0.031760066,-0.013820297,-0.026167486,-0.005592580,0.0000000000,-0.020103583,0.00,1.00,1.00,0.0045462117
"16",-0.029255798,-0.021270465,-0.020423601,-0.008832197,0.0259202230,-0.018020546,1.00,1.00,1.00,0.0038608345
"17",-0.000983917,-0.027975615,0.0078482801,-0.008832197,0.0217934222,0.0013447867,1.00,1.00,1.00,0.0045356000
"18",0.0076920188,-0.024195999,0.0067099635,0.0009820553,0.0000000000,0.0077120724,0.00,1.00,1.00,0.0016862806
"19",0.0213392494,-0.015769714,0.0153325649,0.0060066845,0.0000000000,0.0163724824,0.00,1.00,1.00,0.0005742473
"20",0.0278109335,-0.001328607,0.0149467979,0.0128641356,0.0000000000,0.0198417028,0.00,1.00,1.00,0.0002314756
"21",0.0429961862,0.0144697577,0.0273306820,0.0156655041,0.0000000000,0.0284772864,0.00,1.00,1.00,0.0000956909
"22",0.0235475192,0.0355942302,0.0009760709,0.0225714483,0.0000000000,0.0141572574,0.00,1.00,1.00,0.0000115906
"23",0.0340496158,0.0433503668,0.0227340562,0.0113155596,0.0000000000,0.0190738528,0.00,1.00,1.00,0.0003147612
"24",0.0454457777,0.0542631742,0.0301979336,0.0152478441,0.0000000000,0.0258278707,0.00,1.00,1.00,0.0001227125
"25",0.0339248095,0.0694997725,0.0132618939,0.0206629157,0.0000000000,0.0172387016,0.00,1.00,1.00,0.0000139730
"26",0.0079684391,0.0764392291,-0.005920995,0.0138894339,0.0000000000,-0.001187862,0.00,1.00,1.00,0.0001926461
"27",-0.011597074,0.0680269667,-0.010828735,-0.000768340,0.0000000000,-0.014631750,0.00,1.00,1.00,0.0024806612
"28",-0.037884616,0.0523920727,-0.029052418,-0.008832197,0.0144408522,-0.031096696,1.00,1.00,1.00,0.0056959494
"29",-0.008980695,0.0383206682,-0.000148498,-0.008832197,0.0477399570,-0.010738883,1.00,1.00,1.00,0.0009728373
"30",0.0254265015,0.0260686507,0.0338464521,-0.008419951,0.0000000000,0.0131515787,0.00,1.00,1.00,0.0057916933
"31",-0.007327617,0.0339452743,-0.017811105,0.0104834886,0.0000000000,-0.007242920,0.00,1.00,1.00,0.0003548508
"32",-0.024349601,0.0248949105,-0.018693765,-0.005655836,0.0000000000,-0.019155040,0.00,1.00,0.00,0.0046082867
"33",-0.011277117,0.0135732222,-0.002444919,-0.008832197,0.0236063523,-0.009732935,1.00,1.00,1.00,0.0041953068
"34",-0.021628435,0.0045558755,-0.013968410,-0.007660024,0.0000000000,-0.015507344,0.00,1.00,1.00,0.0054570870
"35",-0.029219594,-0.004731909,-0.020387396,-0.008832197,0.0165620505,-0.019683006,1.00,1.00,1.00,0.0053744389
"36",-0.034747463,-0.013090916,-0.025915266,-0.008832197,0.0249677484,-0.022478561,1.00,1.00,1.00,0.0040043273
"37",-0.029788961,-0.020614021,-0.020956763,-0.008832197,0.0307617027,-0.018439675,1.00,1.00,1.00,0.0030866045
"38",-0.039698228,-0.027384817,-0.030866030,-0.008832197,0.0226302912,-0.024292689,1.00,1.00,1.00,0.0043991982
"39",-0.077381397,-0.033478532,-0.068549199,-0.008832197,0.0347169882,-0.048581556,1.00,1.00,1.00,0.0024850505
"40",-0.079099328,-0.038962876,-0.070267131,-0.008832197,0.0891788491,-0.049171429,1.00,1.00,1.00,0.0004331533
"41",-0.076479011,-0.043898786,-0.067646814,-0.008832197,0.0907794642,-0.046945117,1.00,1.00,1.00,0.0004327733
"42",-0.083915849,-0.048341105,-0.075083652,-0.008832197,0.0856143782,-0.051424159,1.00,1.00,1.00,0.0004344103
"43",-0.063368115,-0.052339191,-0.054535918,-0.008832197,0.0965747900,-0.037415324,1.00,1.00,1.00,0.0004312297
"44",-0.046178478,-0.055937470,-0.037346281,-0.008832197,0.0637356101,-0.025660588,1.00,1.00,0.00,0.0084159526
"45",-0.061549216,-0.059175920,-0.052717019,-0.008832197,0.0380461669,-0.035516200,1.00,1.00,1.00,0.0020172222
"46",-0.050787944,-0.062090525,-0.041955747,-0.008832197,0.0596249276,-0.028084436,1.00,1.00,1.00,0.0008021200
"47",-0.065770820,-0.064713670,-0.056938623,-0.008832197,0.0433400805,-0.037752144,1.00,1.00,1.00,0.0012231298
"48",-0.067706975,-0.067074500,-0.058874778,-0.008832197,0.0648194965,-0.038796452,1.00,1.00,1.00,0.0007191306
"49",-0.069330927,-0.069199248,-0.060498730,-0.008832197,0.0672683390,-0.039657985,1.00,1.00,1.00,0.0006804115
"50",-0.076651058,-0.071111520,-0.067818861,-0.008832197,0.0693071652,-0.044321775,1.00,1.00,1.00,0.0006484642
"51",-0.082891583,-0.072832565,-0.074059386,-0.008832197,0.0802597678,-0.048290002,1.00,1.00,1.00,0.0004765473
"52",-0.067240774,-0.074381506,-0.058408577,-0.008832197,0.0898214786,-0.037743232,1.00,1.00,1.00,0.0004336682
"53",-0.076044155,-0.075775553,-0.067211958,-0.008832197,0.0650547730,-0.043446469,1.00,1.00,1.00,0.0007186085
"54",-0.056879336,-0.077030195,-0.048047139,-0.008832197,0.0783376528,-0.030592092,1.00,1.00,1.00,0.0005083432
"55",-0.029123172,-0.078159373,-0.020290975,-0.008832197,0.0490968615,-0.012041252,1.00,1.00,1.00,0.0009825169
"56",-0.025731425,-0.079175633,-0.016899228,-0.008832197,0.0091827340,-0.009681774,1.00,1.00,1.00,0.0063288986
"57",-0.065644264,-0.079059648,-0.057842685,-0.007801579,0.0000000000,-0.036099823,0.00,1.00,1.00,0.0055174316
"58",-0.080740306,-0.079985881,-0.071908109,-0.008832197,0.0614369551,-0.046138733,1.00,1.00,1.00,0.0007788243
"59",-0.049880319,-0.080819490,-0.041048122,-0.008832197,0.0848807472,-0.025552347,1.00,1.00,1.00,0.0004352676
"60",-0.032826060,-0.081569738,-0.023993862,-0.008832197,0.0382454492,-0.014143732,1.00,1.00,1.00,0.0020310937
"61",-0.027895207,-0.082244962,-0.019063010,-0.008832197,0.0146052482,-0.010796688,1.00,1.00,1.00,0.0057534963
4.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",0.0059901219,0.0000000000,0.0059901219,0.0000000000,0.0000000000,0.0039496005,0.00,1.00,1.00,0.0021212147
"3",0.0122248928,0.0031184570,0.0091064357,0.0031184570,0.0000000000,0.0080605109,0.00,1.00,1.00,0.0007893334
"4",0.0511020766,0.0091819006,0.0447267874,0.0063752893,0.0000000000,0.0333933429,0.00,1.00,1.00,0.0005581896
"5",0.0473957107,0.0346981059,0.0209613153,0.0264343954,0.0000000000,0.0303675278,0.00,1.00,1.00,0.0000075711
"6",0.0379549047,0.0554026618,0.0137805383,0.0241743664,0.0000000000,0.0217249876,0.00,1.00,1.00,0.0000101597
"7",0.0718188459,0.0672670195,0.0544142220,0.0174046239,0.0000000000,0.0419896394,0.00,1.00,1.00,0.0000198605
"8",0.0427731137,0.0941406460,0.0091727852,0.0336003285,0.0000000000,0.0218226619,0.00,1.00,1.00,0.0000010241
"9",0.0489547717,0.1023663898,0.0313149634,0.0176398084,0.0000000000,0.0233586837,0.00,1.00,1.00,0.0000174913
"10",0.0453090465,0.1110299024,0.0264088948,0.0189001516,0.0000000000,0.0202126801,0.00,1.00,1.00,0.0000162673
"11",-0.008926296,0.1163430853,-0.025342469,0.0164161731,0.0000000000,-0.015985293,0.00,1.00,1.00,0.0000759401
"12",-0.008565341,0.0958765795,0.0002668562,-0.008832197,0.0167708544,-0.016222851,1.00,1.00,1.00,0.0052727025
"13",0.0013786055,0.0774567242,0.0102108028,-0.008832197,0.0173349027,-0.007896381,1.00,1.00,1.00,0.0051876674
"14",-0.016546720,0.0636012491,-0.010436917,-0.006109803,0.0000000000,-0.017963687,0.00,1.00,0.00,0.0047407970
"15",-0.026933593,0.0484089269,-0.018101396,-0.008832197,0.0209212004,-0.023525207,1.00,1.00,1.00,0.0046049159
"16",-0.051866450,0.0347358369,-0.043034253,-0.008832197,0.0321385840,-0.038526042,1.00,1.00,1.00,0.0027826610
"17",-0.047141789,0.0224300559,-0.038309591,-0.008832197,0.0641386143,-0.034206407,1.00,1.00,1.00,0.0006975143
"18",0.0010463769,0.0113548530,0.0098785742,-0.008832197,0.0549386768,-0.001397858,1.00,1.00,1.00,0.0008562902
"19",-0.028929209,0.0091435184,-0.027853360,-0.001075849,0.0000000000,-0.020112728,0.00,1.00,1.00,0.0025884553
"20",-0.015172605,-0.000603031,-0.006340407,-0.008832197,0.0256846176,-0.010848175,1.00,1.00,1.00,0.0038731135
"21",-0.015883256,-0.009106303,-0.007319680,-0.008563576,0.0000000000,-0.010416917,0.00,1.00,1.00,0.0058564807
"22",-0.047437969,-0.016433242,-0.039200400,-0.008237569,0.0000000000,-0.030452919,0.00,1.00,1.00,0.0057122461
"23",0.0113361403,-0.023622115,0.0201683376,-0.008832197,0.0475830420,0.0090257845,1.00,1.00,1.00,0.0009925681
"24",0.0425095933,-0.014216564,0.0354662536,0.0070433397,0.0000000000,0.0303072817,0.00,1.00,1.00,0.0005217757
"25",0.0427766209,0.0110693633,0.0189123501,0.0238642708,0.0000000000,0.0295739265,0.00,1.00,1.00,0.0000099475
"26",0.0545529288,0.0333842497,0.0311311062,0.0234218227,0.0000000000,0.0349006632,0.00,1.00,1.00,0.0000106783
"27",0.0529596375,0.0578111536,0.0251943085,0.0277653289,0.0000000000,0.0317119356,0.00,1.00,1.00,0.0000064881
"28",0.0558449937,0.0773917650,0.0304832669,0.0253617268,0.0000000000,0.0312828106,0.00,1.00,1.00,0.0000091956
"29",0.1004646616,0.0947705767,0.0753466734,0.0251179882,0.0000000000,0.0586441217,0.00,1.00,1.00,0.0000096516
"30",0.0865974114,0.1323771118,0.0395138187,0.0470835927,0.0000000000,0.0479039248,0.00,1.00,1.00,0.0000011090
"31",0.1043870956,0.1578629156,0.0656635806,0.0387235150,0.0000000000,0.0559317130,0.00,1.00,1.00,0.0000004520
"32",0.0689513680,0.1874189913,0.0236090008,0.0453423672,0.0000000000,0.0304899152,0.00,1.00,1.00,0.0000003734
"33",0.0553624621,0.1936493284,0.0303902259,0.0249722363,0.0000000000,0.0189727222,0.00,1.00,1.00,0.0000109232
"34",0.0607507897,0.1899744576,0.0450607277,0.0156900620,0.0000000000,0.0219010048,0.00,1.00,1.00,0.0001223956
"35",0.0240841739,0.1890212307,0.0060399551,0.0180442189,0.0000000000,-0.001528157,0.00,1.00,1.00,0.0000179642
"36",0.0442806000,0.1692485060,0.0451512016,-0.000870602,0.0000000000,0.0116456967,0.00,1.00,1.00,0.0025619955
