"model solutions"
1.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"15",0.0570944333,0.1810323996,0.0402300639,0.0168643694,0.0000000000,0.0205491297,0.00,1.00,1.00,0.0000647361
"16",0.0700491377,0.1798535934,0.0531247039,0.0169244338,0.0000000000,0.0290759469,0.00,1.00,1.00,0.0000616744
"17",0.0416751489,0.1856688216,0.0178745614,0.0238005875,0.0000000000,0.0107793657,0.00,1.00,1.00,0.0000120263
"18",0.0324856641,0.1761560165,0.0234315871,0.0090540770,0.0000000000,0.0042999073,0.00,1.00,1.00,0.0004426857
"19",0.0656894125,0.1623508357,0.0618789916,0.0038104209,0.0000000000,0.0266934216,0.00,1.00,1.00,0.0007012222
"20",0.0392124418,0.1679274729,0.0174007210,0.0218117208,0.0000000000,0.0107568927,0.00,1.00,1.00,0.0000138670
"21",0.0456941179,0.1601298502,0.0366989933,0.0089951246,0.0000000000,0.0144627374,0.00,1.00,1.00,0.0004438147
"22",0.0341095892,0.1560752690,0.0221511854,0.0119584038,0.0000000000,0.0076417326,0.00,1.00,1.00,0.0002981664
"23",0.0455961499,0.1469292247,0.0391346673,0.0064614826,0.0000000000,0.0154734892,0.00,1.00,1.00,0.0005677350
"24",0.0415139227,0.1449698662,0.0287803587,0.0127335640,0.0000000000,0.0136500178,0.00,1.00,1.00,0.0002589047
"25",0.0306448209,0.1417357893,0.0193819112,0.0112629097,0.0000000000,0.0067561035,0.00,1.00,1.00,0.0003303112
"26",0.0309544469,0.1332809213,0.0252357359,0.0057187110,0.0000000000,0.0072499366,0.00,1.00,1.00,0.0006034470
"27",0.0311511384,0.1260488519,0.0250551157,0.0060960228,0.0000000000,0.0081440198,0.00,1.00,1.00,0.0005839487
"28",-0.016449167,0.1202397194,-0.023244919,0.0067957527,0.0000000000,-0.022223210,0.00,1.00,1.00,0.0005485022
"29",-0.015082616,0.0993835502,-0.006250419,-0.008832197,0.0288078523,-0.020819243,1.00,1.00,1.00,0.0032373633
"30",0.0161362799,0.0806129979,0.0249684772,-0.008832197,0.0262284550,0.0014292451,1.00,1.00,1.00,0.0036880132
"31",-0.005132546,0.0738771054,-0.006457954,0.0013254073,0.0000000000,-0.010776701,0.00,1.00,1.00,0.0015926637
"32",-0.004628502,0.0580820747,0.0037788177,-0.008407320,0.0000000000,-0.009837343,0.00,1.00,1.00,0.0057846781
"33",0.0322959220,0.0445950965,0.0399746927,-0.007678771,0.0000000000,0.0158133307,0.00,1.00,1.00,0.0054656126
"34",0.0535270270,0.0527989095,0.0408637045,0.0126633226,0.0000000000,0.0310164517,0.00,1.00,1.00,0.0002494266
"35",0.0340663631,0.0723018236,0.0092835580,0.0247828051,0.0000000000,0.0174686443,0.00,1.00,1.00,0.0000097316
"36",0.0319383288,0.0791545777,0.0178553923,0.0140829365,0.0000000000,0.0142551844,0.00,1.00,1.00,0.0001835825
"37",0.0418411853,0.0827848373,0.0302954680,0.0115457173,0.0000000000,0.0201016803,0.00,1.00,1.00,0.0003087192
"38",0.0272377120,0.0907280839,0.0110159817,0.0162217303,0.0000000000,0.0102080589,0.00,1.00,1.00,0.0000811890
"39",0.0186338722,0.0900082519,0.0102808958,0.0083529764,0.0000000000,0.0038510604,0.00,1.00,1.00,0.0004677615
"40",0.0749458482,0.0842850500,0.0716682249,0.0032776233,0.0000000000,0.0407393262,0.00,1.00,1.00,0.0007745140
"41",0.0593773215,0.1085590504,0.0266748161,0.0327025053,0.0000000000,0.0310968615,0.00,1.00,1.00,0.0000021114
"42",0.0689136606,0.1228217695,0.0437950365,0.0251186242,0.0000000000,0.0350488941,0.00,1.00,1.00,0.0000099771
"43",0.0679421938,0.1388931207,0.0395886657,0.0283535281,0.0000000000,0.0330811724,0.00,1.00,1.00,0.0000068719
"44",0.0706972279,0.1518543687,0.0438466678,0.0268505601,0.0000000000,0.0333803544,0.00,1.00,1.00,0.0000085471
"45",0.0876266139,0.1638193126,0.0604762332,0.0271503807,0.0000000000,0.0431878738,0.00,1.00,1.00,0.0000083812
"46",0.0633048311,0.1825447334,0.0281974791,0.0351073521,0.0000000000,0.0262739041,0.00,1.00,1.00,0.0000012278
"47",0.0940093679,0.1858396384,0.0724599895,0.0215493784,0.0000000000,0.0444754523,0.00,1.00,1.00,0.0000143266
"48",0.0896116021,0.2035191579,0.0533481188,0.0362634833,0.0000000000,0.0413189334,0.00,1.00,1.00,0.0000012057
"49",0.1337082087,0.2169676232,0.0999078276,0.0338003811,0.0000000000,0.0682331080,0.00,1.00,1.00,0.0000023552
"50",0.1122517198,0.2509678577,0.0565547230,0.0556969968,0.0000000000,0.0530954736,0.00,1.00,1.00,0.0000015128
"51",0.0819420809,0.2694802487,0.0383329041,0.0436091768,0.0000000000,0.0304261112,0.00,1.00,1.00,0.0000005463
"52",0.0829051363,0.2677571814,0.0576801788,0.0252249575,0.0000000000,0.0293876363,0.00,1.00,1.00,0.0000114650
"53",0.1133810948,0.2653542410,0.0890083170,0.0243727777,0.0000000000,0.0491573640,0.00,1.00,1.00,0.0000122958
"54",0.1410581727,0.2792963414,0.1005806482,0.0404775245,0.0000000000,0.0671943270,0.00,1.00,1.00,0.0000011138
"55",0.1276978236,0.3066487514,0.0724157795,0.0552820441,0.0000000000,0.0573140112,0.00,1.00,1.00,0.0000010060
"56",0.1411600270,0.3233481693,0.0937957339,0.0473642931,0.0000000000,0.0634582676,0.00,1.00,1.00,0.0000003625
"57",0.1063848071,0.3435128480,0.0538853114,0.0524994956,0.0000000000,0.0396603545,0.00,1.00,1.00,0.0000002885
"58",0.1494683233,0.3422092442,0.1164206423,0.0330476810,0.0000000000,0.0654230530,0.00,1.00,1.00,0.0000045364
"59",0.0765250253,0.3622154786,0.0222978665,0.0542271588,0.0000000000,0.0188912282,0.00,1.00,1.00,0.0000004174
"60",0.1019924637,0.3420110204,0.0859753740,0.0160170897,0.0000000000,0.0334210283,0.00,1.00,1.00,0.0001288091
"61",0.0488990800,0.3357248410,0.0209841574,0.0279149227,0.0000000000,0.0012402589,0.00,1.00,1.00,0.0000095000
3.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",0.0455083174,0.0000000000,0.0455083174,0.0000000000,0.0000000000,0.0300060128,0.00,1.00,1.00,0.0021212147
"3",0.0266410331,0.0237043560,0.0029366770,0.0237043560,0.0000000000,0.0175658259,0.00,1.00,1.00,0.0000102677
"4",0.0349543793,0.0353057960,0.0209825037,0.0139718756,0.0000000000,0.0207920915,0.00,1.00,1.00,0.0001823256
"5",0.0364932615,0.0483535078,0.0199149701,0.0165782914,0.0000000000,0.0207069812,0.00,1.00,1.00,0.0000567782
"6",0.0019973329,0.0600839430,-0.014568453,0.0165657859,0.0000000000,-0.003164888,0.00,1.00,1.00,0.0000593774
"7",0.0442728302,0.0517028807,0.0466454982,-0.002372668,0.0000000000,0.0234797002,0.00,1.00,1.00,0.0031624714
"8",0.0382093140,0.0653166717,0.0194252349,0.0187840791,0.0000000000,0.0202898964,0.00,1.00,1.00,0.0000158919
"9",0.0598363843,0.0750882553,0.0435331335,0.0163032508,0.0000000000,0.0331883002,0.00,1.00,1.00,0.0000746569
"10",0.0654042468,0.0942057153,0.0387779612,0.0266262856,0.0000000000,0.0359098402,0.00,1.00,1.00,0.0000080983
"11",0.0450338165,0.1136831691,0.0161357912,0.0288980253,0.0000000000,0.0207896887,0.00,1.00,1.00,0.0000060177
"12",0.0038620362,0.1192026630,-0.013025775,0.0168878108,0.0000000000,-0.007877277,0.00,1.00,1.00,0.0000536330
"13",0.0329477332,0.1012363059,0.0389938240,-0.006046091,0.0000000000,0.0105965180,0.00,1.00,1.00,0.0047568808
"14",0.0168672887,0.0998059210,0.0081740429,0.0086932457,0.0000000000,0.0017382537,0.00,1.00,1.00,0.0004519576
"15",0.0004827529,0.0914373606,-0.001129279,0.0016120317,0.0000000000,-0.008835917,0.00,1.00,1.00,0.0014806035
"16",0.0216035460,0.0754519882,0.0284451823,-0.006841636,0.0000000000,0.0057278462,0.00,1.00,1.00,0.0051005599
"17",0.0225462614,0.0726453329,0.0178077179,0.0047385435,0.0000000000,0.0078132479,0.00,1.00,1.00,0.0006471449
"18",0.0078063810,0.0717730120,0.0014141686,0.0063922125,0.0000000000,-0.001581643,0.00,1.00,1.00,0.0005638221
"19",0.0226843662,0.0635047807,0.0237752963,-0.001090930,0.0000000000,0.0082430250,0.00,1.00,1.00,0.0026167506
"20",0.0392999163,0.0638626535,0.0325915654,0.0067083509,0.0000000000,0.0198986541,0.00,1.00,1.00,0.0005471405
"21",0.0314871498,0.0734623572,0.0155011807,0.0159859691,0.0000000000,0.0147441647,0.00,1.00,1.00,0.0000898210
"22",0.0343437455,0.0780323485,0.0224275185,0.0119162270,0.0000000000,0.0157227456,0.00,1.00,1.00,0.0002898118
"23",0.0332875792,0.0829410618,0.0205756310,0.0127119481,0.0000000000,0.0146069659,0.00,1.00,1.00,0.0002513484
"24",0.0356464920,0.0864858477,0.0238075999,0.0118388920,0.0000000000,0.0156957079,0.00,1.00,1.00,0.0002947745
"25",0.0587718313,0.0905567686,0.0460523256,0.0127195057,0.0000000000,0.0304938614,0.00,1.00,1.00,0.0002520546
"26",0.0611185148,0.1060528609,0.0365667456,0.0245517692,0.0000000000,0.0316460793,0.00,1.00,1.00,0.0000103648
"27",0.0283640157,0.1209940552,0.0028175353,0.0255464804,0.0000000000,0.0088072715,0.00,1.00,1.00,0.0000095183
"28",0.0227459985,0.1162092711,0.0154313771,0.0073146214,0.0000000000,0.0037807855,0.00,1.00,1.00,0.0005222607
"29",0.0107818878,0.1078674069,0.0075028248,0.0032790630,0.0000000000,-0.003589825,0.00,1.00,1.00,0.0007885126
"30",-0.003861863,0.0944494257,-0.001230623,-0.002631241,0.0000000000,-0.012397039,0.00,1.00,1.00,0.0032862199
"31",0.0257863265,0.0761722858,0.0346185237,-0.008832197,0.0089889050,0.0081861923,1.00,1.00,1.00,0.0063283294
"32",0.0507441380,0.0752542347,0.0440449605,0.0066991774,0.0000000000,0.0262087802,0.00,1.00,1.00,0.0005487769
"33",0.0402639288,0.0887901637,0.0192025764,0.0210613525,0.0000000000,0.0194326857,0.00,1.00,1.00,0.0000137748
"34",0.0530795255,0.0956217274,0.0373689454,0.0157105801,0.0000000000,0.0265548307,0.00,1.00,1.00,0.0001067947
"35",0.0309375721,0.1074868428,0.0095102839,0.0214272882,0.0000000000,0.0114453744,0.00,1.00,1.00,0.0000136037
"36",0.0788723006,0.1061278869,0.0694825723,0.0093897284,0.0000000000,0.0416511155,0.00,1.00,1.00,0.0004181663
"37",0.0547634066,0.1290710265,0.0212074784,0.0335559282,0.0000000000,0.0260377206,0.00,1.00,1.00,0.0000015152
"38",0.0674321067,0.1373172938,0.0462787367,0.0211533700,0.0000000000,0.0321666840,0.00,1.00,1.00,0.0000142142
"39",0.0549889848,0.1496943021,0.0288802472,0.0261087376,0.0000000000,0.0232989999,0.00,1.00,1.00,0.0000092758
"40",0.0732091566,0.1537577373,0.0541762911,0.0190328655,0.0000000000,0.0340128725,0.00,1.00,1.00,0.0000165809
"41",0.0762269528,0.1660500003,0.0485589160,0.0276680367,0.0000000000,0.0355986469,0.00,1.00,1.00,0.0000078833
"42",0.0450152878,0.1784468008,0.0160134873,0.0290018005,0.0000000000,0.0141917745,0.00,1.00,1.00,0.0000066828
"43",0.0611491222,0.1723913043,0.0493599387,0.0117891835,0.0000000000,0.0235388870,0.00,1.00,1.00,0.0003085146
"44",0.0665494689,0.1744590519,0.0472425909,0.0193068780,0.0000000000,0.0275957828,0.00,1.00,1.00,0.0000165125
"45",0.1100163659,0.1795986598,0.0874308528,0.0225855131,0.0000000000,0.0556143413,0.00,1.00,1.00,0.0000132000
"46",0.1050697845,0.2068652603,0.0598433180,0.0452264665,0.0000000000,0.0519232491,0.00,1.00,1.00,0.0000001986
"47",0.1043391697,0.2285848502,0.0619330537,0.0424061160,0.0000000000,0.0489133006,0.00,1.00,1.00,0.0000004221
"48",0.1333274138,0.2458124691,0.0932413099,0.0400861039,0.0000000000,0.0656328007,0.00,1.00,1.00,0.0000009228
"49",0.1246874031,0.2750157293,0.0709028960,0.0537845071,0.0000000000,0.0584553308,0.00,1.00,1.00,0.0000010177
"50",0.1380545461,0.2956312118,0.0899374907,0.0481170554,0.0000000000,0.0643679642,0.00,1.00,1.00,0.0000000355
"51",0.1347104619,0.3191438802,0.0816346723,0.0530757896,0.0000000000,0.0603259789,0.00,1.00,1.00,0.0000005633
"52",0.0990045529,0.3371336597,0.0491003854,0.0499041675,0.0000000000,0.0353054121,0.00,1.00,1.00,0.0000000687
"53",0.1075480430,0.3328671808,0.0781011559,0.0294468871,0.0000000000,0.0391810259,0.00,1.00,1.00,0.0000079599
"54",0.0977626339,0.3321946200,0.0651484766,0.0326141573,0.0000000000,0.0332962266,0.00,1.00,1.00,0.0000048485
"55",0.1291626616,0.3267561253,0.1013816944,0.0277809672,0.0000000000,0.0534542585,0.00,1.00,1.00,0.0000095386
"56",0.1273596593,0.3383859513,0.0830542207,0.0443054386,0.0000000000,0.0527892644,0.00,1.00,1.00,0.0000009509
"57",0.1190862512,0.3483645243,0.0752690831,0.0438171681,0.0000000000,0.0464516207,0.00,1.00,1.00,0.0000010993
"58",0.1387166896,0.3521797065,0.1000650550,0.0386516346,0.0000000000,0.0581108815,0.00,1.00,1.00,0.0000019285
"59",0.1333885619,0.3652271244,0.0851231734,0.0482653886,0.0000000000,0.0543632149,0.00,1.00,1.00,0.0000005310
"60",0.1307795894,0.3739484620,0.0855355394,0.0452440500,0.0000000000,0.0515320290,0.00,1.00,1.00,0.0000010622
"61",0.1533395626,0.3795038041,0.1103893743,0.0429501883,0.0000000000,0.0651460152,0.00,1.00,1.00,0.0000014564
4.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",-0.036470334,0.0000000000,-0.036470334,0.0000000000,0.0000000000,-0.024046798,0.00,1.00,1.00,0.0021212147
"3",-0.036935476,-0.008832197,-0.028103279,-0.008832197,0.0338177178,-0.024353490,1.00,1.00,1.00,0.0025842434
"4",-0.057002658,-0.016781175,-0.048170461,-0.008832197,0.0345750714,-0.036789517,1.00,1.00,1.00,0.0024783944
"5",-0.037548457,-0.023935255,-0.028716259,-0.008832197,0.0614639527,-0.023224121,1.00,1.00,1.00,0.0007583997
"6",0.0242778717,-0.030373926,0.0331100690,-0.008832197,0.0324461782,0.0182894975,1.00,1.00,1.00,0.0028358277
"7",0.0217534293,-0.013026469,0.0074433640,0.0143100653,0.0000000000,0.0172376067,0.00,1.00,1.00,0.0001579593
"8",0.0113525396,0.0018344281,-0.002205710,0.0135582498,0.0000000000,0.0087142249,0.00,1.00,1.00,0.0001975455
"9",0.0061467872,0.0085383749,-0.000740602,0.0068873896,0.0000000000,0.0038809124,0.00,1.00,1.00,0.0005322094
"10",-0.002227985,0.0107738933,-0.005317341,0.0030893559,0.0000000000,-0.002264132,0.00,1.00,1.00,0.0008067971
"11",-0.017954559,0.0079345234,-0.016192578,-0.001761981,0.0000000000,-0.012830824,0.00,1.00,1.00,0.0028840275
"12",-0.017823452,-0.001691126,-0.008991255,-0.008832197,0.0113170433,-0.012483282,1.00,1.00,1.00,0.0062519822
"13",-0.001977394,-0.010354211,0.0068548030,-0.008832197,0.0107021802,-0.001145990,1.00,1.00,1.00,0.0063594394
"14",-0.005046645,-0.010249902,-0.004115533,-0.000931113,0.0000000000,-0.002361684,0.00,1.00,1.00,0.0025177370
"15",0.0034656679,-0.011114307,0.0053550624,-0.001889394,0.0000000000,0.0032465648,0.00,1.00,1.00,0.0029319611
"16",0.0275977973,-0.007472452,0.0250673737,0.0025304236,0.0000000000,0.0192559464,0.00,1.00,1.00,0.0010329685
"17",0.0220942436,0.0084502210,0.0069188154,0.0151754281,0.0000000000,0.0152770444,0.00,1.00,1.00,0.0001187759
"18",-0.010351581,0.0197040955,-0.022450478,0.0120988966,0.0000000000,-0.007608027,0.00,1.00,1.00,0.0002725743
"19",-0.049239181,0.0117642489,-0.043269744,-0.005969437,0.0000000000,-0.034240161,0.00,1.00,1.00,0.0047148754
"20",-0.071730877,0.0017556267,-0.062898680,-0.008832197,0.0552264760,-0.048340510,1.00,1.00,1.00,0.0008544099
"21",-0.066333437,-0.007252133,-0.057501239,-0.008832197,0.0874671335,-0.043893868,1.00,1.00,1.00,0.0004330406
"22",-0.036245011,-0.015359117,-0.027412814,-0.008832197,0.0773431233,-0.023236106,1.00,1.00,1.00,0.0004972191
"23",-0.027277360,-0.022655403,-0.018445163,-0.008832197,0.0323529021,-0.016572438,1.00,1.00,1.00,0.0028380452
"24",-0.057513791,-0.029222060,-0.048681594,-0.008832197,0.0189059781,-0.035877172,1.00,1.00,1.00,0.0050076644
"25",-0.013501120,-0.035132051,-0.004668923,-0.008832197,0.0597213563,-0.006181735,1.00,1.00,1.00,0.0007911759
"26",-0.004759017,-0.036574976,0.0001971132,-0.004956130,0.0000000000,0.0001552589,0.00,1.00,1.00,0.0042626706
"27",-0.007375412,-0.032896225,-0.007396666,0.0000212538,0.0000000000,-0.001439609,0.00,1.00,1.00,0.0020957060
"28",-0.004637839,-0.030828891,-0.003415550,-0.001222289,0.0000000000,0.0000245193,0.00,1.00,1.00,0.0026348129
"29",-0.005594619,-0.027810986,-0.005529635,-0.000064984,0.0000000000,-0.000803013,0.00,1.00,1.00,0.0021355066
"30",0.0044598904,-0.025737462,0.0051674654,-0.000707575,0.0000000000,0.0055597763,0.00,1.00,1.00,0.0024141825
"31",-0.032293525,-0.018856998,-0.036600243,0.0043067181,0.0000000000,-0.018928444,0.00,1.00,1.00,0.0006606801
"32",-0.062292966,-0.025803496,-0.053460768,-0.008832197,0.0235974880,-0.039377936,1.00,1.00,1.00,0.0042408660
"33",-0.033003188,-0.032055343,-0.024170991,-0.008832197,0.0675042117,-0.019391400,1.00,1.00,1.00,0.0006622738
"34",-0.050560604,-0.037682006,-0.041728407,-0.008832197,0.0246834200,-0.030425248,1.00,1.00,1.00,0.0040800528
"35",-0.037164366,-0.042746003,-0.028332169,-0.008832197,0.0479296855,-0.021046293,1.00,1.00,1.00,0.0009920151
"36",-0.034260786,-0.047303600,-0.025428589,-0.008832197,0.0282018880,-0.018655597,1.00,1.00,1.00,0.0035318044
