"model solutions"
1.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"38",0.0065310212,0.0108213449,-0.004017458,0.0105484796,0.0000000000,0.0042778035,0.00,1.00,1.00,0.0003485252
"39",0.0063836072,0.0131489908,0.0029738268,0.0034097804,0.0000000000,0.0031960513,0.00,1.00,1.00,0.0007094243
"40",0.0529953051,0.0143951731,0.0504342237,0.0025610814,0.0000000000,0.0336745709,0.00,1.00,1.00,0.0010337810
"41",0.0699343296,0.0396421478,0.0432478376,0.0266864920,0.0000000000,0.0447085286,0.00,1.00,1.00,0.0000073722
"42",0.0744037557,0.0712701341,0.0388115546,0.0355922011,0.0000000000,0.0452024605,0.00,1.00,1.00,0.0000002481
"43",0.0471912760,0.1003296071,0.0110047896,0.0361864864,0.0000000000,0.0243419823,0.00,1.00,1.00,0.0000003935
"44",0.0639307025,0.1099748551,0.0442524938,0.0196782087,0.0000000000,0.0325666732,0.00,1.00,1.00,0.0000154460
"45",0.0231796471,0.1252794717,-0.003122455,0.0263021021,0.0000000000,0.0050648061,0.00,1.00,1.00,0.0000087965
"46",0.0137866261,0.1170781004,0.0094600502,0.0043265759,0.0000000000,-0.002447253,0.00,1.00,1.00,0.0006717299
"47",0.0609896168,0.1036667167,0.0626931904,-0.001703574,0.0000000000,0.0290822239,0.00,1.00,1.00,0.0028927537
"48",0.0769161368,0.1167839260,0.0534322558,0.0234838810,0.0000000000,0.0407345366,0.00,1.00,1.00,0.0000115854
"49",0.0788481055,0.1379864395,0.0459671994,0.0328809061,0.0000000000,0.0407589351,0.00,1.00,1.00,0.0000023028
"50",0.0486311158,0.1572027438,0.0156161676,0.0330149482,0.0000000000,0.0190980347,0.00,1.00,1.00,0.0000024075
"51",0.0128278968,0.1571620095,-0.002851643,0.0156795402,0.0000000000,-0.005926547,0.00,1.00,1.00,0.0001179235
"52",0.0368858264,0.1370009845,0.0413306505,-0.004444824,0.0000000000,0.0097135169,0.00,1.00,0.00,0.0034608318
"53",0.0339371705,0.1313821957,0.0258558608,0.0080813097,0.0000000000,0.0096207256,0.00,1.00,1.00,0.0004857954
"54",0.0723980065,0.1262367609,0.0644052218,0.0079927848,0.0000000000,0.0351868622,0.00,1.00,1.00,0.0004896313
"55",0.0604264268,0.1420940341,0.0319454775,0.0284809493,0.0000000000,0.0278644453,0.00,1.00,1.00,0.0000067809
"56",0.0551371009,0.1505577288,0.0324640028,0.0226730980,0.0000000000,0.0229562780,0.00,1.00,1.00,0.0000127950
"57",0.0735299398,0.1542623632,0.0547695324,0.0187604074,0.0000000000,0.0341414967,0.00,1.00,1.00,0.0000168684
"58",0.0511341549,0.1666099951,0.0233602867,0.0277738682,0.0000000000,0.0192385865,0.00,1.00,1.00,0.0000077828
"59",0.0583797803,0.1657715135,0.0425572624,0.0158225179,0.0000000000,0.0228200310,0.00,1.00,1.00,0.0001123583
"60",0.0372533654,0.1678989162,0.0185488114,0.0187045540,0.0000000000,0.0091759932,0.00,1.00,1.00,0.0000170669
"61",0.0761365272,0.1588310291,0.0684145226,0.0077220046,0.0000000000,0.0342323918,0.00,1.00,1.00,0.0005064523
51.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",-0.002761644,0.0000000000,-0.002761644,0.0000000000,0.0000000000,-0.001820896,0.00,1.00,1.00,0.0021212147
"3",-0.002998066,-0.001437536,-0.001560530,-0.001437536,0.0000000000,-0.001976782,0.00,1.00,1.00,0.0027402066
"4",0.0172302901,-0.002857881,0.0187943891,-0.001564099,0.0000000000,0.0114966710,0.00,1.00,1.00,0.0027943478
"5",0.0411537203,0.0064961137,0.0320855136,0.0090682067,0.0000000000,0.0274091401,0.00,1.00,1.00,0.0004220903
"6",0.0444771401,0.0275316657,0.0227919768,0.0216851633,0.0000000000,0.0287022810,0.00,1.00,1.00,0.0000124216
"7",0.0865293125,0.0475950363,0.0637127753,0.0228165372,0.0000000000,0.0543488949,0.00,1.00,1.00,0.0000114768
"8",0.1419893379,0.0861477373,0.0986771333,0.0433122046,0.0000000000,0.0888021150,0.00,1.00,1.00,0.0000008883
"9",0.1255793155,0.1486727741,0.0544395050,0.0711398105,0.0000000000,0.0742264756,0.00,1.00,1.00,0.0000048729
"10",0.0937206301,0.1938195768,0.0337065500,0.0600140802,0.0000000000,0.0474491054,0.00,1.00,1.00,0.0000026765
"11",0.0976544939,0.2131481596,0.0589439535,0.0387105404,0.0000000000,0.0457930324,0.00,1.00,1.00,0.0000008902
"12",0.0713156346,0.2293064076,0.0338425706,0.0374730639,0.0000000000,0.0269751784,0.00,1.00,1.00,0.0000012112
"13",0.0365273722,0.2286575864,0.0142455527,0.0222818196,0.0000000000,0.0030509199,0.00,1.00,1.00,0.0000140278
"14",0.0661660969,0.2086706760,0.0632872486,0.0028788483,0.0000000000,0.0222500845,0.00,1.00,1.00,0.0010130914
"15",0.0842209950,0.2061892114,0.0658353920,0.0183856030,0.0000000000,0.0357301284,0.00,1.00,1.00,0.0000177840
"16",0.0882953758,0.2148585050,0.0590071610,0.0292882148,0.0000000000,0.0385935437,0.00,1.00,1.00,0.0000068156
"17",0.0932594235,0.2250188436,0.0616132345,0.0316461891,0.0000000000,0.0410100140,0.00,1.00,1.00,0.0000045840
"18",0.1032619984,0.2361696828,0.0696092749,0.0336527235,0.0000000000,0.0465425440,0.00,1.00,1.00,0.0000027301
"19",0.1275955479,0.2507526759,0.0893955864,0.0381999614,0.0000000000,0.0612251746,0.00,1.00,1.00,0.0000012587
"20",0.1494307366,0.2759052472,0.0992028977,0.0502278389,0.0000000000,0.0739486151,0.00,1.00,1.00,0.0000004489
"21",0.1943422756,0.3090921285,0.1335648696,0.0607774060,0.0000000000,0.1004897338,0.00,1.00,1.00,0.0000018512
"22",0.1707060040,0.3609715181,0.0879174016,0.0827886024,0.0000000000,0.0821844339,0.00,1.00,1.00,0.0000048874
"23",0.1474774272,0.3930345588,0.0793172347,0.0681601926,0.0000000000,0.0625730459,0.00,1.00,1.00,0.0000023483
"24",0.1264124154,0.4058969004,0.0742466180,0.0521657974,0.0000000000,0.0462873227,0.00,1.00,1.00,0.0000002226
"25",0.0847744150,0.4040579109,0.0460237144,0.0387507006,0.0000000000,0.0186723078,0.00,1.00,1.00,0.0000022739
"26",0.0877297340,0.3795562710,0.0718255828,0.0159041512,0.0000000000,0.0207094999,0.00,1.00,1.00,0.0001392575
"27",0.0735243204,0.3591464379,0.0559785265,0.0175457939,0.0000000000,0.0137583083,0.00,1.00,1.00,0.0000595900
"28",0.0790814770,0.3350212613,0.0672920098,0.0117894672,0.0000000000,0.0190584762,0.00,1.00,1.00,0.0003281675
"29",0.0662737288,0.3176231128,0.0501697512,0.0161039776,0.0000000000,0.0129555637,0.00,1.00,1.00,0.0001212988
"30",0.0756498479,0.2969320980,0.0645785514,0.0110712965,0.0000000000,0.0204726789,0.00,1.00,0.00,0.0003636223
"31",0.0445164046,0.2844191774,0.0273361154,0.0171802892,0.0000000000,0.0023003331,0.00,1.00,1.00,0.0000656685
"32",0.0146163360,0.2583030401,0.0122905556,0.0023257804,0.0000000000,-0.015833957,0.00,1.00,1.00,0.0012669185
"33",-0.051560047,0.2236405388,-0.042727850,-0.008832197,0.0160047048,-0.056231060,1.00,1.00,1.00,0.0053436050
"34",-0.055236158,0.1924442876,-0.046403960,-0.008832197,0.0993207531,-0.055741366,1.00,1.00,1.00,0.0004253759
"35",-0.011987302,0.1643676616,-0.003155105,-0.008832197,0.0990717431,-0.025117791,1.00,1.00,1.00,0.0004260295
"36",-0.009731196,0.1390986981,-0.000898998,-0.008832197,0.0341061355,-0.021215517,1.00,1.00,1.00,0.0023056561
"37",-0.017261003,0.1163566310,-0.008428806,-0.008832197,0.0266833774,-0.023899810,1.00,1.00,1.00,0.0035716902
"38",-0.025462832,0.0958887706,-0.016630634,-0.008832197,0.0321579011,-0.027246948,1.00,1.00,1.00,0.0026894811
"39",-0.029455928,0.0774676963,-0.020623731,-0.008832197,0.0391224344,-0.028049421,1.00,1.00,1.00,0.0015918621
"40",-0.004545942,0.0608887294,0.0042862554,-0.008832197,0.0410084922,-0.010108368,1.00,1.00,1.00,0.0013230701
"41",-0.001541176,0.0469092115,0.0063494693,-0.007890645,0.0000000000,-0.006633647,0.00,1.00,1.00,0.0055584790
"42",0.0122562283,0.0370672292,0.0174072895,-0.005151061,0.0000000000,0.0037026603,0.00,1.00,1.00,0.0043611482
"43",-0.012660043,0.0363884421,-0.015687979,0.0030279359,0.0000000000,-0.011757148,0.00,1.00,1.00,0.0008495427
"44",-0.023152033,0.0239174006,-0.014319836,-0.008832197,0.0043001354,-0.018589696,1.00,1.00,1.00,0.0061429000
"45",-0.012878857,0.0126934633,-0.004046660,-0.008832197,0.0224903626,-0.010696895,1.00,1.00,1.00,0.0043793229
"46",-0.040248693,0.0030008292,-0.031825405,-0.008423288,0.0000000000,-0.027689526,0.00,1.00,1.00,0.0057939964
"47",-0.005953591,-0.006131451,0.0028786062,-0.008832197,0.0413661601,-0.004204558,1.00,1.00,1.00,0.0013998942
"48",-0.016739385,-0.008851266,-0.013406425,-0.003332960,0.0000000000,-0.010470090,0.00,1.00,1.00,0.0035596754
"49",-0.005038573,-0.016245190,0.0032404772,-0.008279050,0.0000000000,-0.002496785,0.00,1.00,1.00,0.0057306189
"50",-0.021557659,-0.016631475,-0.019546855,-0.002010804,0.0000000000,-0.012713635,0.00,1.00,1.00,0.0029825237
"51",-0.018683373,-0.023800525,-0.009851176,-0.008832197,0.0112451473,-0.010779724,1.00,1.00,1.00,0.0062737856
"52",-0.019661459,-0.029969518,-0.011112414,-0.008549045,0.0000000000,-0.010759601,0.00,1.00,0.00,0.0072055377
"53",-0.042978858,-0.035516971,-0.034434452,-0.008544405,0.0000000000,-0.025602691,0.00,1.00,1.00,0.0058487607
"54",0.0044305219,-0.040797471,0.0132627192,-0.008832197,0.0375886570,0.0062709634,1.00,1.00,1.00,0.0020522195
"55",0.0044004879,-0.031903207,-0.000414030,0.0048145176,0.0000000000,0.0067529641,0.00,1.00,1.00,0.0006334268
"56",0.0079729825,-0.023488173,0.0027482698,0.0052247127,0.0000000000,0.0082708094,0.00,1.00,1.00,0.0006133001
"57",-0.006512952,-0.014690137,-0.012962170,0.0064492188,0.0000000000,-0.002100054,0.00,1.00,1.00,0.0005518686
"58",0.0391655244,-0.014915397,0.0408597974,-0.001694273,0.0000000000,0.0272353975,0.00,1.00,1.00,0.0028459445
"59",0.0070917100,0.0080127167,-0.014344864,0.0214365736,0.0000000000,0.0060796135,0.00,1.00,1.00,0.0000124516
"60",0.0162542822,0.0120371436,0.0114285837,0.0048256986,0.0000000000,0.0099619618,0.00,1.00,1.00,0.0006371279
"61",-0.023178078,0.0187421115,-0.031086761,0.0079086822,0.0000000000,-0.016387202,0.00,1.00,1.00,0.0004818513
52.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",-0.032049465,0.0000000000,-0.032049465,0.0000000000,0.0000000000,-0.021131888,0.00,1.00,1.00,0.0021212147
"3",-0.016496158,-0.008832197,-0.007663961,-0.008832197,0.0278482800,-0.010876779,1.00,1.00,1.00,0.0035346748
"4",0.0132833579,-0.016548593,0.0218829730,-0.008599615,0.0000000000,0.0095920243,0.00,1.00,1.00,0.0058727185
"5",0.0094243347,-0.007378485,0.0019090860,0.0075152487,0.0000000000,0.0077741995,0.00,1.00,1.00,0.0004986678
"6",0.0312425306,-0.000526782,0.0251286761,0.0061138545,0.0000000000,0.0213042212,0.00,1.00,1.00,0.0005704142
"7",0.0518227941,0.0163505516,0.0349981390,0.0168246552,0.0000000000,0.0342203695,0.00,1.00,1.00,0.0000392145
"8",0.0697972682,0.0418453395,0.0426674252,0.0271298430,0.0000000000,0.0444283240,0.00,1.00,1.00,0.0000069428
"9",0.0548387687,0.0730445171,0.0194550571,0.0353837116,0.0000000000,0.0321396466,0.00,1.00,1.00,0.0000002971
"10",0.0515928902,0.0915197599,0.0258131957,0.0257796945,0.0000000000,0.0270582981,0.00,1.00,1.00,0.0000089339
"11",0.0375624500,0.1041793958,0.0157508382,0.0218116118,0.0000000000,0.0161544056,0.00,1.00,1.00,0.0000131688
"12",0.0276647162,0.1069069598,0.0145192126,0.0131455036,0.0000000000,0.0085220397,0.00,1.00,1.00,0.0002335042
"13",0.0179969197,0.1032665032,0.0109466803,0.0070502394,0.0000000000,0.0019604962,0.00,1.00,1.00,0.0005340986
"14",0.0191489784,0.0947364673,0.0173523641,0.0017966144,0.0000000000,0.0030438488,0.00,1.00,1.00,0.0014044334
"15",0.0036448578,0.0879067661,0.0010009123,0.0026439455,0.0000000000,-0.006312229,0.00,1.00,1.00,0.0010433920
"16",0.0245368865,0.0742827529,0.0293702231,-0.004833337,0.0000000000,0.0079698448,0.00,1.00,1.00,0.0042292212
"17",0.0374579466,0.0733760009,0.0309364233,0.0065215233,0.0000000000,0.0176858103,0.00,1.00,1.00,0.0005574946
"18",0.0287181171,0.0802983445,0.0144581733,0.0142599437,0.0000000000,0.0120465787,0.00,1.00,1.00,0.0001750982
"19",0.0310819851,0.0820569519,0.0212935432,0.0097884418,0.0000000000,0.0129534222,0.00,1.00,1.00,0.0003955165
"20",0.0803660659,0.0843683994,0.0698489232,0.0105171428,0.0000000000,0.0450410547,0.00,1.00,1.00,0.0003597181
"21",0.0606913744,0.1120703219,0.0245526120,0.0361387624,0.0000000000,0.0319487233,0.00,1.00,1.00,0.0000004980
"22",0.0940065355,0.1266804735,0.0681893517,0.0258171838,0.0000000000,0.0510951604,0.00,1.00,1.00,0.0000093077
"23",0.0984475436,0.1552634426,0.0571965271,0.0412510164,0.0000000000,0.0526028641,0.00,1.00,1.00,0.0000000237
"24",0.1015860149,0.1823808678,0.0589422455,0.0426437695,0.0000000000,0.0519440203,0.00,1.00,1.00,0.0000000189
"25",0.1041286565,0.2064212553,0.0618501822,0.0422784743,0.0000000000,0.0510529162,0.00,1.00,1.00,0.0000002687
"26",0.0861020223,0.2274776020,0.0444035501,0.0416984722,0.0000000000,0.0371529301,0.00,1.00,1.00,0.0000005259
"27",0.0760585579,0.2352635803,0.0455248194,0.0305337385,0.0000000000,0.0287456051,0.00,1.00,1.00,0.0000058073
"28",0.0552846369,0.2354766131,0.0315452461,0.0237393908,0.0000000000,0.0146346489,0.00,1.00,1.00,0.0000126216
"29",0.0404103767,0.2242143126,0.0281250158,0.0122853608,0.0000000000,0.0050149678,0.00,1.00,1.00,0.0002910309
"30",0.0439107099,0.2062572944,0.0394462968,0.0044644131,0.0000000000,0.0082697040,0.00,1.00,1.00,0.0006720387
"31",0.0312947228,0.1927006449,0.0242256429,0.0070690799,0.0000000000,0.0017009849,0.00,1.00,1.00,0.0005420386
"32",0.0358566241,0.1751704703,0.0341167342,0.0017398900,0.0000000000,0.0058580118,0.00,1.00,1.00,0.0014695132
"33",0.0447431558,0.1627176062,0.0396789730,0.0050641829,0.0000000000,0.0131913064,0.00,1.00,0.00,0.0006386748
"34",0.0122605552,0.1573879422,0.0013184585,0.0109420967,0.0000000000,-0.006784886,0.00,1.00,1.00,0.0003479728
"35",0.0087134699,0.1365146432,0.0138479747,-0.005134505,0.0000000000,-0.008617127,0.00,1.00,1.00,0.0043675574
"36",-0.010310381,0.1162403850,-0.003687588,-0.006622794,0.0000000000,-0.019147099,0.00,1.00,1.00,0.0050071477
"37",-0.067703441,0.0957841492,-0.058871244,-0.008832197,0.0228383199,-0.054792211,1.00,1.00,1.00,0.0042397928
"38",-0.081289244,0.0773735370,-0.072457046,-0.008832197,0.0997752391,-0.061916210,1.00,1.00,1.00,0.0004276076
"39",-0.066786296,0.0608039860,-0.057954099,-0.008832197,0.1177499806,-0.050845818,1.00,1.00,1.00,0.0004226707
"40",-0.037900644,0.0458913901,-0.029068447,-0.008832197,0.0915434299,-0.030464992,1.00,1.00,1.00,0.0004307428
"41",-0.042934860,0.0324700538,-0.034102663,-0.008832197,0.0465151582,-0.032438859,1.00,1.00,1.00,0.0009958866
"42",-0.039811923,0.0203908511,-0.030979726,-0.008832197,0.0509396725,-0.029185514,1.00,1.00,1.00,0.0009221789
"43",-0.033758052,0.0095195687,-0.024925855,-0.008832197,0.0442361365,-0.024113611,1.00,1.00,1.00,0.0010418481
"44",-0.045339128,-0.000264585,-0.036506930,-0.008832197,0.0338269818,-0.030755539,1.00,1.00,1.00,0.0025685865
"45",-0.045607564,-0.009070324,-0.036775367,-0.008832197,0.0479334522,-0.030047479,1.00,1.00,1.00,0.0009824714
"46",-0.026276582,-0.016995489,-0.017444385,-0.008832197,0.0465773503,-0.016491536,1.00,1.00,1.00,0.0010080801
"47",-0.031045414,-0.024128137,-0.022213217,-0.008832197,0.0186923018,-0.018909849,1.00,1.00,1.00,0.0050381629
"48",-0.009021843,-0.030547521,-0.000189646,-0.008832197,0.0236173730,-0.003697983,1.00,1.00,1.00,0.0042431335
"49",0.0192529141,-0.030484995,0.0222451401,-0.002992226,0.0000000000,0.0156007929,0.00,1.00,1.00,0.0034045926
"50",-0.008049144,-0.015243480,-0.020242160,0.0121930153,0.0000000000,-0.002458422,0.00,1.00,1.00,0.0002627746
"51",0.0079534404,-0.015697200,0.0099315083,-0.001978068,0.0000000000,0.0066795733,0.00,1.00,1.00,0.0029686737
"52",0.0000146916,-0.008905020,-0.005207768,0.0052224598,0.0000000000,0.0014802963,0.00,1.00,1.00,0.0006148826
"53",-0.016680270,-0.006870612,-0.017824175,0.0011439057,0.0000000000,-0.010174138,0.00,1.00,1.00,0.0016264746
"54",0.0211930408,-0.014225878,0.0292353677,-0.008042327,0.0000000000,0.0146252623,0.00,1.00,1.00,0.0056257901
"55",0.0115993942,-0.001310566,0.0001066697,0.0114927245,0.0000000000,0.0089906608,0.00,1.00,1.00,0.0002997198
"56",0.0174161862,0.0059153992,0.0103212779,0.0070949083,0.0000000000,0.0116072560,0.00,1.00,1.00,0.0005214289
"57",0.0081631393,0.0145117217,-0.001024723,0.0091878624,0.0000000000,0.0048274812,0.00,1.00,1.00,0.0004170901
"58",0.0067383998,0.0169158880,0.0028830613,0.0038553385,0.0000000000,0.0030851496,0.00,1.00,0.00,0.0007159600
"59",0.0112203285,0.0177081765,0.0087364512,0.0024838773,0.0000000000,0.0058114257,0.00,1.00,1.00,0.0010686999
"60",0.0305382179,0.0205807172,0.0258948595,0.0046433584,0.0000000000,0.0184536509,0.00,1.00,1.00,0.0006472065
"61",0.0140113991,0.0331849404,-0.000650896,0.0146622949,0.0000000000,0.0073057616,0.00,1.00,1.00,0.0001480351
53.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",-0.004193439,0.0000000000,-0.004193439,0.0000000000,0.0000000000,-0.002764954,0.00,1.00,1.00,0.0021212147
"3",-0.040664372,-0.002182793,-0.038481579,-0.002182793,0.0000000000,-0.026812146,0.00,1.00,1.00,0.0030623698
"4",-0.024336626,-0.010796711,-0.015504429,-0.008832197,0.0396046545,-0.015845708,1.00,1.00,1.00,0.0016820876
"5",0.0122066969,-0.018549238,0.0210388942,-0.008832197,0.0173552053,0.0090672031,1.00,1.00,1.00,0.0052535698
"6",0.0231500559,-0.009599959,0.0160557010,0.0070943550,0.0000000000,0.0170293082,0.00,1.00,1.00,0.0005197131
"7",0.0383049247,0.0047686856,0.0248962763,0.0134086485,0.0000000000,0.0261774673,0.00,1.00,1.00,0.0002054092
"8",0.0541300099,0.0249941025,0.0334277244,0.0207022855,0.0000000000,0.0352298266,0.00,1.00,1.00,0.0000134222
"9",0.0191724628,0.0504737433,-0.008806588,0.0279790510,0.0000000000,0.0102883005,0.00,1.00,1.00,0.0000061775
"10",0.0207476952,0.0537212702,0.0124527940,0.0082949012,0.0000000000,0.0089457876,0.00,1.00,1.00,0.0004665235
"11",0.0046919358,0.0555873140,-0.002546235,0.0072381709,0.0000000000,-0.001889589,0.00,1.00,1.00,0.0005196713
"12",-0.016872103,0.0486607391,-0.015504259,-0.001367844,0.0000000000,-0.016206134,0.00,1.00,0.00,0.0027585905
"13",-0.031073813,0.0349624679,-0.022241615,-0.008832197,0.0176024081,-0.024900428,1.00,1.00,1.00,0.0051717131
"14",-0.010204681,0.0226340238,-0.001372483,-0.008832197,0.0351079948,-0.009951103,1.00,1.00,1.00,0.0023272836
"15",-0.006900015,0.0125522206,0.0009183859,-0.007818401,0.0000000000,-0.006645204,0.00,1.00,1.00,0.0055269475
"16",0.0154786000,0.0060758329,0.0206997655,-0.005221166,0.0000000000,0.0090241940,0.00,1.00,1.00,0.0043867125
"17",0.0206661565,0.0126150336,0.0135193726,0.0071467839,0.0000000000,0.0130516682,0.00,1.00,0.00,0.0005485713
"18",0.0059720945,0.0217083261,-0.004382701,0.0103547959,0.0000000000,0.0027575273,0.00,1.00,1.00,0.0003596483
"19",-0.019462750,0.0217752222,-0.021700479,0.0022377287,0.0000000000,-0.014826383,0.00,1.00,0.00,0.0012048619
"20",0.0014780153,0.0107655027,0.0103102126,-0.008832197,0.0151026166,-0.001053129,1.00,1.00,1.00,0.0056077710
"21",0.0164540302,0.0088841816,0.0172588010,-0.000804771,0.0000000000,0.0098345610,0.00,1.00,1.00,0.0024715734
"22",0.0232066984,0.0157927979,0.0154096639,0.0077970345,0.0000000000,0.0144602420,0.00,1.00,1.00,0.0004871299
"23",0.0287301258,0.0256949159,0.0172487280,0.0114813978,0.0000000000,0.0174446047,0.00,1.00,1.00,0.0003040905
"24",0.0265593442,0.0370093170,0.0126754516,0.0138838927,0.0000000000,0.0150815619,0.00,1.00,1.00,0.0001869205
"25",-0.018773540,0.0453624770,-0.030827632,0.0120540917,0.0000000000,-0.015768967,0.00,1.00,1.00,0.0002784576
"26",-0.012905338,0.0319940320,-0.004073141,-0.008832197,0.0167750651,-0.012674820,1.00,1.00,1.00,0.0053128747
"27",-0.010147516,0.0199624315,-0.001315318,-0.008832197,0.0108809397,-0.009641546,1.00,1.00,1.00,0.0063175197
"28",-0.017915706,0.0103885686,-0.010338087,-0.007577620,0.0000000000,-0.013648497,0.00,1.00,1.00,0.0054208845
"29",-0.007524993,0.0005175145,0.0013072047,-0.008832197,0.0128872497,-0.005925300,1.00,1.00,1.00,0.0059860214
"30",-0.032998973,-0.004210584,-0.028322626,-0.004676347,0.0000000000,-0.021805232,0.00,1.00,1.00,0.0041466989
"31",-0.044830944,-0.012621723,-0.035998746,-0.008832197,0.0292700173,-0.029177405,1.00,1.00,1.00,0.0033122419
"32",-0.027961828,-0.020191748,-0.019129631,-0.008832197,0.0447816749,-0.017276702,1.00,1.00,1.00,0.0010400353
"33",-0.066340614,-0.027004770,-0.057508417,-0.008832197,0.0202901405,-0.041931374,1.00,1.00,1.00,0.0047793445
"34",-0.080740771,-0.033136491,-0.071908574,-0.008832197,0.0733698740,-0.050836219,1.00,1.00,1.00,0.0005680926
"35",-0.079084956,-0.038655039,-0.070252759,-0.008832197,0.0945997834,-0.049192591,1.00,1.00,1.00,0.0004315324
"36",-0.078725547,-0.043621732,-0.069893350,-0.008832197,0.0908199179,-0.048459472,1.00,1.00,1.00,0.0004327557
"37",-0.086479569,-0.048091756,-0.077647371,-0.008832197,0.0892257860,-0.053146354,1.00,1.00,1.00,0.0004333210
"38",-0.111517681,-0.052114778,-0.102685483,-0.008832197,0.1007973278,-0.069329499,1.00,1.00,1.00,0.0004299916
"39",-0.127203726,-0.055735498,-0.118371529,-0.008832197,0.1428592109,-0.079368147,1.00,1.00,1.00,0.0004215075
"40",-0.154203267,-0.058994145,-0.145371070,-0.008832197,0.1710993509,-0.096947778,1.00,1.00,1.00,0.0004205865
"41",-0.124130461,-0.061926928,-0.115298264,-0.008832197,0.2245860578,-0.076729254,1.00,1.00,1.00,0.0004188721
"42",-0.101747917,-0.064566432,-0.092915719,-0.008832197,0.1639388760,-0.061627530,1.00,1.00,0.00,0.0003976505
"43",-0.088131489,-0.066941986,-0.079299292,-0.008832197,0.1230013236,-0.052359090,1.00,1.00,1.00,0.0004240291
"44",-0.085701248,-0.069079985,-0.076869050,-0.008832197,0.0995677814,-0.050532266,1.00,1.00,1.00,0.0004307013
"45",-0.086226740,-0.071004184,-0.077394543,-0.008832197,0.0951499472,-0.050687660,1.00,1.00,1.00,0.0004320293
"46",-0.099804181,-0.072735963,-0.090971984,-0.008832197,0.0956019687,-0.059526065,1.00,1.00,1.00,0.0004319323
"47",-0.111800638,-0.074294564,-0.102968441,-0.008832197,0.1179221179,-0.067335139,1.00,1.00,0.00,0.0087833874
"48",-0.091656920,-0.075697305,-0.082824723,-0.008832197,0.1386197579,-0.053821171,1.00,1.00,1.00,0.0004218923
"49",-0.069674160,-0.076959772,-0.060841963,-0.008832197,0.1035473653,-0.039096145,1.00,1.00,1.00,0.0004297172
"50",-0.093045446,-0.078095992,-0.084213249,-0.008832197,0.0682288188,-0.054502641,1.00,1.00,1.00,0.0006684847
"51",-0.106837697,-0.079118590,-0.098005500,-0.008832197,0.1053531018,-0.063561319,1.00,1.00,1.00,0.0004292457
"52",-0.112597365,-0.080038928,-0.103765168,-0.008832197,0.1287710147,-0.067295973,1.00,1.00,1.00,0.0004227482
"53",-0.103622834,-0.080867233,-0.094790636,-0.008832197,0.1388134374,-0.061251643,1.00,1.00,1.00,0.0004219471
"54",-0.102020945,-0.081612707,-0.093188747,-0.008832197,0.1227776266,-0.060113005,1.00,1.00,1.00,0.0004244195
"55",-0.121265502,-0.082283633,-0.112433305,-0.008832197,0.1198443113,-0.072833202,1.00,1.00,1.00,0.0004252426
"56",-0.122594741,-0.082887467,-0.113762544,-0.008832197,0.1541648894,-0.073656994,1.00,1.00,1.00,0.0004214449
"57",-0.096052446,-0.083430918,-0.087220249,-0.008832197,0.1565083262,-0.055965121,1.00,1.00,1.00,0.0004213718
"58",-0.051284452,-0.083920023,-0.042452255,-0.008832197,0.1092693453,-0.026164446,1.00,1.00,1.00,0.0004282349
"59",-0.031971143,-0.084360218,-0.023138945,-0.008832197,0.0396135379,-0.013283172,1.00,1.00,1.00,0.0018289869
"60",-0.040674775,-0.084756394,-0.031842577,-0.008832197,0.0129064239,-0.019026322,1.00,1.00,1.00,0.0060324072
"61",-0.026984074,-0.085112952,-0.018151876,-0.008832197,0.0245877347,-0.009889506,1.00,1.00,1.00,0.0041553215
54.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",0.0030050195,0.0000000000,0.0030050195,0.0000000000,0.0000000000,0.0019813664,0.00,1.00,1.00,0.0021212147
"3",0.0114936441,0.0015643482,0.0099292959,0.0015643482,0.0000000000,0.0075783605,0.00,1.00,1.00,0.0014512313
"4",0.0333386998,0.0073971470,0.0273494663,0.0059892336,0.0000000000,0.0218326566,0.00,1.00,1.00,0.0005775655
"5",-0.016624634,0.0239362804,-0.033903482,0.0172788481,0.0000000000,-0.011643921,0.00,1.00,1.00,0.0000183701
"6",0.0272220966,0.0127104550,0.0360542939,-0.008832197,0.0035205974,0.0156831754,1.00,1.00,1.00,0.0061125088
"7",-0.005369410,0.0238764911,-0.017806492,0.0124370816,0.0000000000,-0.004720568,0.00,1.00,1.00,0.0002564090
"8",-0.002587414,0.0178121254,0.0010893024,-0.003676717,0.0000000000,-0.003922519,0.00,1.00,1.00,0.0037163816
"9",-0.028133677,0.0129732215,-0.025075986,-0.003057691,0.0000000000,-0.020177486,0.00,1.00,1.00,0.0034464801
"10",-0.023846744,0.0028437021,-0.015014547,-0.008832197,0.0257741795,-0.016913253,1.00,1.00,1.00,0.0038543754
"11",-0.040716368,-0.006272865,-0.031884170,-0.008832197,0.0193523686,-0.027104786,1.00,1.00,1.00,0.0049138533
"12",-0.047005491,-0.014477776,-0.038173294,-0.008832197,0.0402840733,-0.030424729,1.00,1.00,1.00,0.0015840955
