"model solutions"
1.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"22",-0.036324117,-0.004458480,-0.027491920,-0.008832197,0.0400003588,-0.024393047,1.00,1.00,1.00,0.0016082163
"23",-0.031751350,-0.012844829,-0.022919153,-0.008832197,0.0345954257,-0.020527242,1.00,1.00,0.00,0.0066513511
"24",-0.037010765,-0.020392543,-0.028178568,-0.008832197,0.0267694795,-0.023229761,1.00,1.00,1.00,0.0037232635
"25",-0.054860827,-0.027185486,-0.046028630,-0.008832197,0.0324087722,-0.034329603,1.00,1.00,1.00,0.0028365456
"26",-0.061224479,-0.033299135,-0.052392281,-0.008832197,0.0562458315,-0.037919116,1.00,1.00,1.00,0.0008484775
"27",-0.058680997,-0.038801419,-0.049848799,-0.008832197,0.0643948538,-0.035682502,1.00,1.00,1.00,0.0007155153
"28",-0.027552401,-0.043753474,-0.018720204,-0.008832197,0.0595110362,-0.014581995,1.00,1.00,1.00,0.0007976340
"29",-0.011460467,-0.048210324,-0.002628270,-0.008832197,0.0151323549,-0.003466704,1.00,1.00,1.00,0.0056422929
"30",-0.003816349,-0.046245431,-0.000960210,-0.002856139,0.0000000000,0.0020167916,0.00,1.00,1.00,0.0033399703
"31",-0.031814763,-0.040166480,-0.033269171,0.0014544077,0.0000000000,-0.016710855,0.00,1.00,1.00,0.0014738407
"32",0.0097085412,-0.044982029,0.0185407385,-0.008832197,0.0193531320,0.0102060486,1.00,1.00,1.00,0.0049492617
"33",0.0014569168,-0.032592876,-0.006434033,0.0078909502,0.0000000000,0.0052023158,0.00,1.00,1.00,0.0004766645
"34",-0.011723121,-0.025331099,-0.015725610,0.0040024890,0.0000000000,-0.004690089,0.00,1.00,1.00,0.0006756595
"35",-0.047636911,-0.026558034,-0.043876866,-0.003760045,0.0000000000,-0.029106703,0.00,1.00,1.00,0.0037409583
"36",-0.039898516,-0.032734428,-0.031066319,-0.008832197,0.0448800359,-0.023879553,1.00,1.00,1.00,0.0010416517
"37",-0.062828669,-0.038293183,-0.053996471,-0.008832197,0.0339341648,-0.038477037,1.00,1.00,1.00,0.0026156941
"38",-0.102899044,-0.043296062,-0.094066846,-0.008832197,0.0657820888,-0.064488264,1.00,1.00,1.00,0.0006945548
"39",-0.083313256,-0.047798653,-0.074481059,-0.008832197,0.1294941519,-0.051079288,1.00,1.00,1.00,0.0004218771
"40",-0.074285335,-0.051850985,-0.065453137,-0.008832197,0.0957127017,-0.044695494,1.00,1.00,0.00,0.0007585991
"41",-0.061280745,-0.055498084,-0.052448548,-0.008832197,0.0805378336,-0.035712103,1.00,1.00,1.00,0.0004644266
"42",-0.078987479,-0.058780473,-0.070155281,-0.008832197,0.0599754620,-0.047114612,1.00,1.00,1.00,0.0007951964
"43",-0.067760158,-0.061734623,-0.058927961,-0.008832197,0.0865091409,-0.039373745,1.00,1.00,1.00,0.0004344047
"44",-0.049927975,-0.064393358,-0.041095778,-0.008832197,0.0684471172,-0.027277740,1.00,1.00,1.00,0.0006595871
"45",-0.047694739,-0.066786219,-0.038862541,-0.008832197,0.0416472127,-0.025550290,1.00,1.00,1.00,0.0014836964
"46",-0.064123987,-0.068939794,-0.055291789,-0.008832197,0.0379961257,-0.036229445,1.00,1.00,1.00,0.0020440538
"47",-0.061467161,-0.070878012,-0.052634964,-0.008832197,0.0614732095,-0.034268541,1.00,1.00,1.00,0.0007749479
"48",-0.051901822,-0.072622408,-0.043069625,-0.008832197,0.0571099433,-0.027740904,1.00,1.00,0.00,0.0082992285
"49",-0.010305170,-0.074192365,-0.001472973,-0.008832197,0.0427981632,0.0000362972,1.00,1.00,1.00,0.0013259088
"50",0.0342670208,-0.066960079,0.0344539713,-0.000186951,0.0000000000,0.0297814092,0.00,1.00,1.00,0.0021684257
"51",0.0559109418,-0.037117000,0.0327638711,0.0231470707,0.0000000000,0.0434331688,0.00,1.00,1.00,0.0000101033
"52",0.0041468586,0.0006620530,-0.029920495,0.0340673533,0.0000000000,0.0062352430,0.00,1.00,1.00,0.0000001074
"53",-0.000367040,0.0055213140,-0.005292506,0.0049254663,0.0000000000,-0.000303827,0.00,1.00,1.00,0.0006314257
"54",-0.013233166,0.0047434789,-0.013007463,-0.000225704,0.0000000000,-0.009236024,0.00,1.00,1.00,0.0022205331
"55",-0.011422307,-0.003013001,-0.004140175,-0.007282132,0.0000000000,-0.007970675,0.00,1.00,1.00,0.0052903158
"56",-0.010724031,-0.009009125,-0.004426607,-0.006297424,0.0000000000,-0.006791307,0.00,1.00,1.00,0.0048564414
"57",0.0221941871,-0.013487311,0.0275732856,-0.005379099,0.0000000000,0.0154890799,0.00,1.00,1.00,0.0044526066
"58",0.0344202622,0.0000384843,0.0222431979,0.0121770643,0.0000000000,0.0239867768,0.00,1.00,1.00,0.0002658273
"59",0.0414451947,0.0189817506,0.0224980800,0.0189471147,0.0000000000,0.0273232906,0.00,1.00,1.00,0.0000152006
"60",0.0173496737,0.0387640473,-0.004330798,0.0216804718,0.0000000000,0.0096525930,0.00,1.00,1.00,0.0000125580
"61",-0.047812555,0.0426403276,-0.055565240,0.0077526850,0.0000000000,-0.035006678,0.00,1.00,0.00,0.0005214189
2.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",-0.003207969,0.0000000000,-0.003207969,0.0000000000,0.0000000000,-0.002115182,0.00,1.00,1.00,0.0021212147
"3",0.0043759976,-0.001669854,0.0060458512,-0.001669854,0.0000000000,0.0028853240,0.00,1.00,1.00,0.0028405410
"4",-0.023497502,0.0007703981,-0.025770768,0.0022732663,0.0000000000,-0.015339522,0.00,1.00,1.00,0.0011479149
"5",-0.025985423,-0.008138839,-0.017153226,-0.008832197,0.0162616448,-0.017204266,1.00,1.00,1.00,0.0054268346
"6",-0.025345751,-0.016157152,-0.016513553,-0.008832197,0.0200304035,-0.015963101,1.00,1.00,1.00,0.0048114526
"7",-0.010962585,-0.023373634,-0.002130387,-0.008832197,0.0176342632,-0.005725330,1.00,1.00,1.00,0.0052114529
"8",-0.025518022,-0.025606568,-0.020947725,-0.004570297,0.0000000000,-0.014669317,0.00,1.00,1.00,0.0040957262
"9",-0.043186140,-0.031878108,-0.034353943,-0.008832197,0.0151516717,-0.026139860,1.00,1.00,1.00,0.0056275900
"10",-0.023228011,-0.037522495,-0.014395814,-0.008832197,0.0386628500,-0.012365650,1.00,1.00,1.00,0.0018800373
"11",-0.043293874,-0.042602443,-0.034461676,-0.008832197,0.0107084431,-0.025116807,1.00,1.00,1.00,0.0063721709
"12",-0.051465478,-0.047174396,-0.042633281,-0.008832197,0.0366781191,-0.030058378,1.00,1.00,1.00,0.0022050148
"13",-0.049621319,-0.051289153,-0.040789122,-0.008832197,0.0473206556,-0.028417379,1.00,1.00,1.00,0.0010048341
"14",-0.019159517,-0.054992435,-0.010327319,-0.008832197,0.0438548452,-0.007856375,1.00,1.00,1.00,0.0011236862
"15",-0.031573084,-0.055809757,-0.025256519,-0.006316565,0.0000000000,-0.015735271,0.00,1.00,1.00,0.0048594043
"16",-0.027693562,-0.059060979,-0.018861365,-0.008832197,0.0175493696,-0.013087479,1.00,1.00,1.00,0.0052555168
"17",-0.023399782,-0.061987078,-0.014567585,-0.008832197,0.0122958981,-0.009935855,1.00,1.00,1.00,0.0061186345
"18",-0.041982038,-0.063750275,-0.034020133,-0.007961904,0.0000000000,-0.021984527,0.00,1.00,1.00,0.0055894605
"19",-0.022522192,-0.066207444,-0.013689994,-0.008832197,0.0304357880,-0.008912290,1.00,1.00,1.00,0.0032086565
"20",-0.001099398,-0.066756370,0.0060702720,-0.007169670,0.0000000000,0.0055331011,0.00,1.00,1.00,0.0052367007
"21",-0.010895464,-0.055938329,-0.015037869,0.0041424044,0.0000000000,-0.000914199,0.00,1.00,1.00,0.0006655736
"22",0.0052574769,-0.051219815,0.0061327963,-0.000875319,0.0000000000,0.0087656389,0.00,1.00,1.00,0.0024751132
"23",0.0133227551,-0.039362245,0.0065871667,0.0067355884,0.0000000000,0.0136578317,0.00,1.00,1.00,0.0005345592
"24",-0.028040327,-0.024799346,-0.038667001,0.0106266746,0.0000000000,-0.014852701,0.00,1.00,1.00,0.0003397340
"25",-0.043903689,-0.031151609,-0.035071492,-0.008832197,0.0155076711,-0.026688033,1.00,1.00,1.00,0.0055682211
"26",-0.021669591,-0.036868645,-0.012837394,-0.008832197,0.0398096232,-0.011402718,1.00,1.00,1.00,0.0017021048
"27",-0.048008689,-0.042013978,-0.039176492,-0.008832197,0.0025611508,-0.028296484,1.00,1.00,1.00,0.0060760874
"28",-0.058767337,-0.046644778,-0.049935140,-0.008832197,0.0434245641,-0.034945880,1.00,1.00,1.00,0.0011703597
"29",-0.053616281,-0.050812497,-0.044784083,-0.008832197,0.0580519763,-0.031111754,1.00,1.00,1.00,0.0008242135
"30",-0.064243323,-0.054563445,-0.055411126,-0.008832197,0.0496860905,-0.037769760,1.00,1.00,1.00,0.0009655715
"31",-0.043969565,-0.057939297,-0.035137367,-0.008832197,0.0645957580,-0.023991071,1.00,1.00,1.00,0.0007193395
"32",-0.062521328,-0.060977565,-0.053689131,-0.008832197,0.0345507303,-0.035977354,1.00,1.00,1.00,0.0025594330
"33",-0.083776941,-0.063712006,-0.074944744,-0.008832197,0.0607057129,-0.049794733,1.00,1.00,1.00,0.0007849424
"34",-0.102698400,-0.066173003,-0.093866203,-0.008832197,0.0931532582,-0.062098698,1.00,1.00,1.00,0.0004325181
"35",-0.084163915,-0.068387900,-0.075331718,-0.008832197,0.1243054685,-0.049581784,1.00,1.00,1.00,0.0004237028
"36",-0.064893549,-0.070381307,-0.056061352,-0.008832197,0.0928022742,-0.036593128,1.00,1.00,1.00,0.0004327067
"37",-0.069408795,-0.072175374,-0.060576598,-0.008832197,0.0623331529,-0.039407104,1.00,1.00,1.00,0.0007613984
"38",-0.094720056,-0.073790033,-0.085887859,-0.008832197,0.0688119960,-0.056045903,1.00,1.00,1.00,0.0006574496
"39",-0.085547121,-0.075243227,-0.076714924,-0.008832197,0.1090693259,-0.049810047,1.00,1.00,1.00,0.0004281054
"40",-0.063717496,-0.076551102,-0.054885299,-0.008832197,0.0936076876,-0.035182248,1.00,1.00,1.00,0.0004325946
"41",-0.046487961,-0.077728189,-0.037655764,-0.008832197,0.0592996942,-0.023619029,1.00,1.00,1.00,0.0008129268
"42",-0.025170755,-0.078787567,-0.016338558,-0.008832197,0.0340819103,-0.009350156,1.00,1.00,1.00,0.0026636797
"43",-0.026510805,-0.078450237,-0.018969378,-0.007541426,0.0000000000,-0.010140067,0.00,1.00,1.00,0.0054014078
"44",-0.007677750,-0.078763406,0.0004804426,-0.008158192,0.0000000000,0.0023380141,0.00,1.00,1.00,0.0056766984
"45",-0.057483284,-0.069288450,-0.059081899,0.0015986150,0.0000000000,-0.030716640,0.00,1.00,1.00,0.0013938228
"46",-0.078893244,-0.071191802,-0.070061047,-0.008832197,0.0492061950,-0.045801738,1.00,1.00,1.00,0.0009786069
"47",-0.044455881,-0.072904819,-0.035623684,-0.008832197,0.0837811861,-0.022769231,1.00,1.00,1.00,0.0004354429
"48",-0.076960983,-0.074446535,-0.068128786,-0.008832197,0.0322149215,-0.044189897,1.00,1.00,1.00,0.0029449218
"49",-0.072452567,-0.075834079,-0.063620370,-0.008832197,0.0800534052,-0.041055709,1.00,1.00,1.00,0.0004811045
"50",-0.061997130,-0.077082868,-0.053164933,-0.008832197,0.0727352253,-0.033985355,1.00,1.00,1.00,0.0005963698
"51",-0.082218476,-0.078206779,-0.073386278,-0.008832197,0.0566240396,-0.047300580,1.00,1.00,1.00,0.0008570821
"52",-0.090484070,-0.079218298,-0.081651872,-0.008832197,0.0876160259,-0.052688657,1.00,1.00,1.00,0.0004344195
"53",-0.044908064,-0.080128665,-0.036075866,-0.008832197,0.1008603063,-0.022320725,1.00,1.00,1.00,0.0004305569
"54",-0.058389318,-0.080947996,-0.049557121,-0.008832197,0.0313840454,-0.031192113,1.00,1.00,1.00,0.0030847419
"55",-0.045538501,-0.081685394,-0.036706303,-0.008832197,0.0505028844,-0.022577959,1.00,1.00,1.00,0.0009599653
"56",-0.048286565,-0.082349052,-0.039454368,-0.008832197,0.0319490123,-0.024335030,1.00,1.00,1.00,0.0029994751
"57",-0.046832794,-0.082946344,-0.038000597,-0.008832197,0.0356762271,-0.023307071,1.00,1.00,1.00,0.0024262318
"58",-0.043668359,-0.083483907,-0.034836162,-0.008832197,0.0335069929,-0.021148373,1.00,1.00,1.00,0.0027606663
"59",-0.038686691,-0.083967713,-0.029854493,-0.008832197,0.0289785259,-0.017787336,1.00,1.00,0.00,0.0035032515
"60",-0.010643132,-0.084403139,-0.001810935,-0.008832197,0.0220273183,0.0008960764,1.00,1.00,1.00,0.0045605839
"61",-0.019866205,-0.075510856,-0.020318175,0.0004519699,0.0000000000,-0.005192195,0.00,1.00,1.00,0.0018864661
3.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",0.0003528691,0.0000000000,0.0003528691,0.0000000000,0.0000000000,0.0002326651,0.00,1.00,1.00,0.0021212147
"3",0.0127683450,0.0001836892,0.0125846558,0.0001836892,0.0000000000,0.0084188374,0.00,1.00,1.00,0.0020423493
"4",0.0200809371,0.0068137682,0.0134324892,0.0066484479,0.0000000000,0.0132230270,0.00,1.00,1.00,0.0005441073
"5",0.0193757398,0.0166008655,0.0089072657,0.0104684741,0.0000000000,0.0121316705,0.00,1.00,1.00,0.0003532955
"6",0.0461129766,0.0245822542,0.0364715013,0.0096414753,0.0000000000,0.0288118660,0.00,1.00,1.00,0.0003956503
"7",0.0429539864,0.0450124394,0.0200655758,0.0228884106,0.0000000000,0.0259714587,0.00,1.00,1.00,0.0000113717
"8",0.0447037557,0.0612453566,0.0239695946,0.0207341611,0.0000000000,0.0251833747,0.00,1.00,1.00,0.0000138052
"9",0.0531839439,0.0753025963,0.0330021685,0.0201817753,0.0000000000,0.0292128800,0.00,1.00,1.00,0.0000145400
"10",0.0563869368,0.0912293329,0.0329299407,0.0234569962,0.0000000000,0.0299851860,0.00,1.00,1.00,0.0000113211
"11",0.0701115080,0.1062549585,0.0459629490,0.0241485590,0.0000000000,0.0374627679,0.00,1.00,1.00,0.0000107815
"12",0.0678909566,0.1258328794,0.0376875399,0.0302034167,0.0000000000,0.0345973481,0.00,1.00,1.00,0.0000048444
"13",0.0540009744,0.1412556195,0.0259949464,0.0280060280,0.0000000000,0.0237138995,0.00,1.00,1.00,0.0000072518
"14",0.0824033802,0.1464652640,0.0630681738,0.0193352065,0.0000000000,0.0407802950,0.00,1.00,1.00,0.0000161915
"15",0.0783463882,0.1648956755,0.0452694503,0.0330769379,0.0000000000,0.0376543892,0.00,1.00,1.00,0.0000024404
"16",0.0644003553,0.1790592306,0.0337472326,0.0306531226,0.0000000000,0.0268868567,0.00,1.00,1.00,0.0000050330
"17",0.0519618200,0.1831844215,0.0299307059,0.0220311140,0.0000000000,0.0175235196,0.00,1.00,1.00,0.0000138053
"18",0.0702160746,0.1793556376,0.0557264164,0.0144896582,0.0000000000,0.0289874939,0.00,1.00,1.00,0.0001785874
"19",0.0470858281,0.1851473225,0.0233585794,0.0237272486,0.0000000000,0.0143338238,0.00,1.00,1.00,0.0000120953
"20",0.0469815458,0.1785536659,0.0350604701,0.0119210757,0.0000000000,0.0137445224,0.00,1.00,1.00,0.0003028835
"21",0.0397134085,0.1721271089,0.0282845990,0.0114288096,0.0000000000,0.0096235776,0.00,1.00,1.00,0.0003260388
"22",0.0359729151,0.1630063183,0.0278809948,0.0080919203,0.0000000000,0.0077732682,0.00,1.00,1.00,0.0004886222
"23",0.0220087336,0.1532878613,0.0154265587,0.0065821748,0.0000000000,-0.000477974,0.00,1.00,1.00,0.0005623488
"24",0.0158417181,0.1378884798,0.0159123135,-0.000070595,0.0000000000,-0.003618761,0.00,1.00,1.00,0.0022127615
"25",0.0013025906,0.1214865872,0.0039156353,-0.002613045,0.0000000000,-0.011707354,0.00,1.00,1.00,0.0032858952
"26",-0.005108059,0.1005057312,0.0037241388,-0.008832197,0.0029051853,-0.014425729,1.00,1.00,1.00,0.0060844632
"27",-0.019861872,0.0816229607,-0.011029674,-0.008832197,0.0138856769,-0.022189590,1.00,1.00,1.00,0.0057769826
"28",-0.021586056,0.0646284674,-0.012753858,-0.008832197,0.0290997255,-0.021635118,1.00,1.00,0.00,0.0032626836
"29",-0.019627400,0.0493334233,-0.010795203,-0.008832197,0.0281631494,-0.018828603,1.00,1.00,1.00,0.0034070216
"30",-0.037742017,0.0355678837,-0.028909820,-0.008832197,0.0227366153,-0.029337479,1.00,1.00,1.00,0.0043153652
"31",-0.030883577,0.0231788981,-0.022051380,-0.008832197,0.0443098574,-0.023596216,1.00,1.00,1.00,0.0010370753
"32",-0.025855394,0.0120288110,-0.017023197,-0.008832197,0.0325887783,-0.019166765,1.00,1.00,1.00,0.0027455341
"33",-0.029903793,0.0019937326,-0.021071596,-0.008832197,0.0237555308,-0.020816083,1.00,1.00,1.00,0.0041836994
"34",-0.044798669,-0.007037838,-0.035966472,-0.008832197,0.0271845236,-0.029718767,1.00,1.00,1.00,0.0036390119
"35",-0.061622559,-0.015166251,-0.052790362,-0.008832197,0.0458379679,-0.039999457,1.00,1.00,1.00,0.0010203818
"36",-0.041347187,-0.022481824,-0.032514990,-0.008832197,0.0686403541,-0.025880383,1.00,1.00,1.00,0.0006401200
"37",-0.053610702,-0.029065839,-0.044778505,-0.008832197,0.0379663072,-0.033313967,1.00,1.00,1.00,0.0019714377
"38",-0.045500496,-0.034991452,-0.036668299,-0.008832197,0.0540518907,-0.027352818,1.00,1.00,1.00,0.0008858629
"39",-0.046470000,-0.040324504,-0.037637803,-0.008832197,0.0412852210,-0.027450727,1.00,1.00,1.00,0.0014828252
"40",-0.027223844,-0.045124251,-0.018391647,-0.008832197,0.0415863169,-0.014222746,1.00,1.00,1.00,0.0014468783
"41",-0.023572426,-0.049444023,-0.014740229,-0.008832197,0.0144305722,-0.011357469,1.00,1.00,1.00,0.0057586831
"42",-0.010372939,-0.053331818,-0.001540742,-0.008832197,0.0024405993,-0.002209370,1.00,1.00,1.00,0.0060715455
"43",0.0105460083,-0.049882254,0.0124296263,-0.001883618,0.0000000000,0.0120207608,0.00,1.00,1.00,0.0029143132
"44",-0.010164315,-0.035597509,-0.019460836,0.0092965204,0.0000000000,-0.002029739,0.00,1.00,1.00,0.0004052056
"45",-0.028714000,-0.033731368,-0.027020391,-0.001693610,0.0000000000,-0.015648463,0.00,1.00,1.00,0.0028381566
"46",-0.061165220,-0.039190428,-0.052333022,-0.008832197,0.0171656361,-0.037286367,1.00,1.00,1.00,0.0053014051
"47",-0.055625640,-0.044103583,-0.046793443,-0.008832197,0.0631152283,-0.033124207,1.00,1.00,1.00,0.0007384074
"48",-0.015282863,-0.048525422,-0.006450666,-0.008832197,0.0539585413,-0.005964478,1.00,1.00,1.00,0.0008917149
"49",0.0181778189,-0.048490101,0.0229950410,-0.004817222,0.0000000000,0.0166149372,0.00,1.00,1.00,0.0041990830
"50",0.0313251958,-0.030730460,0.0184145647,0.0129106310,0.0000000000,0.0253199157,0.00,1.00,1.00,0.0002246513
"51",0.0107945727,-0.007813728,-0.009049113,0.0198436861,0.0000000000,0.0100251708,0.00,1.00,1.00,0.0000139430
"52",0.0775253811,0.0008561754,0.0696368503,0.0078885308,0.0000000000,0.0518848418,0.00,1.00,1.00,0.0004807769
"53",0.0800382640,0.0417830365,0.0390257854,0.0410124786,0.0000000000,0.0526892310,0.00,1.00,1.00,0.0000008955
"54",0.0953702864,0.0795548507,0.0534201686,0.0419501178,0.0000000000,0.0587666417,0.00,1.00,1.00,0.0000007221
"55",0.0752308346,0.1186687578,0.0281614424,0.0470693922,0.0000000000,0.0419187285,0.00,1.00,1.00,0.0000012229
"56",0.0695688633,0.1406425919,0.0357281534,0.0338407098,0.0000000000,0.0345296776,0.00,1.00,1.00,0.0000013766
"57",0.0712771138,0.1546009304,0.0432545160,0.0280225978,0.0000000000,0.0335953789,0.00,1.00,1.00,0.0000073917
"58",0.0709589524,0.1664767150,0.0436230748,0.0273358776,0.0000000000,0.0320957761,0.00,1.00,1.00,0.0000082240
"59",0.0315199838,0.1760097452,0.0053392821,0.0261807017,0.0000000000,0.0053891942,0.00,1.00,1.00,0.0000095020
"60",0.0255023361,0.1630967194,0.0208143873,0.0046879488,0.0000000000,0.0006310843,0.00,1.00,1.00,0.0006574577
"61",0.0578532726,0.1476225473,0.0570177728,0.0008354998,0.0000000000,0.0227987525,0.00,1.00,1.00,0.0018353411
4.00,"y","k","ctot","inve","meu","om","rgm1","success","success_err","error"
"2",0.0014846297,0.0000000000,0.0014846297,0.0000000000,0.0000000000,0.0009788940,0.00,1.00,1.00,0.0021212147
"3",0.0284935901,0.0007728496,0.0277207405,0.0007728496,0.0000000000,0.0187873136,0.00,1.00,1.00,0.0017897479
"4",0.0677431340,0.0155372810,0.0529014177,0.0148417163,0.0000000000,0.0445911857,0.00,1.00,1.00,0.0001363655
"5",0.0718135002,0.0493245835,0.0364724695,0.0353410307,0.0000000000,0.0458347952,0.00,1.00,1.00,0.0000001033
"6",0.0941903288,0.0809425005,0.0576399535,0.0365503753,0.0000000000,0.0572560956,0.00,1.00,1.00,0.0000001727
"7",0.0570330452,0.1187212772,0.0111600184,0.0458730268,0.0000000000,0.0298772920,0.00,1.00,1.00,0.0000010280
"8",0.0382665172,0.1310372807,0.0140783861,0.0241881312,0.0000000000,0.0141093894,0.00,1.00,1.00,0.0000110239
"9",0.0639696716,0.1295252932,0.0523779310,0.0115917406,0.0000000000,0.0297281677,0.00,1.00,1.00,0.0003126350
"10",0.0344327436,0.1406890779,0.0103164296,0.0241163140,0.0000000000,0.0106232345,0.00,1.00,1.00,0.0000112064
"11",0.0019542369,0.1354409440,-0.006866537,0.0088207739,0.0000000000,-0.011531890,0.00,1.00,0.00,0.0004785827
"12",0.0268503837,0.1130646523,0.0356825810,-0.008832197,0.0013351852,0.0051473590,1.00,1.00,1.00,0.0060203308
"13",0.0432081339,0.1061239908,0.0388423301,0.0043658038,0.0000000000,0.0178529032,0.00,1.00,1.00,0.0006688389
"14",0.0287737339,0.1100221243,0.0142632014,0.0145105326,0.0000000000,0.0090682873,0.00,1.00,1.00,0.0001673727
"15",0.0045252589,0.1065151952,-0.002970024,0.0074952833,0.0000000000,-0.007115462,0.00,1.00,1.00,0.0005122558
"16",0.0092401958,0.0904129032,0.0146909683,-0.005450773,0.0000000000,-0.003721358,0.00,1.00,1.00,0.0044984065
"17",-0.015840116,0.0786084161,-0.013076919,-0.002763197,0.0000000000,-0.018661864,0.00,1.00,1.00,0.0033383332
"18",-0.004476560,0.0619153772,0.0043556372,-0.008832197,0.0221705061,-0.010166143,1.00,1.00,1.00,0.0043837525
"19",0.0256078175,0.0477885240,0.0335431329,-0.007935315,0.0000000000,0.0110711370,0.00,1.00,1.00,0.0055780518
"20",0.0459555366,0.0519177913,0.0370474168,0.0089081198,0.0000000000,0.0257427281,0.00,1.00,1.00,0.0004356664
"21",0.0294044727,0.0673104280,0.0088200570,0.0205844157,0.0000000000,0.0144921007,0.00,1.00,1.00,0.0000140302
"22",0.0232867420,0.0722737121,0.0115924150,0.0116943270,0.0000000000,0.0090499862,0.00,1.00,1.00,0.0002999674
"23",0.0174819853,0.0724225508,0.0101057754,0.0073762098,0.0000000000,0.0047894585,0.00,1.00,1.00,0.0005145697
"24",0.0128808324,0.0691636801,0.0088974480,0.0039833844,0.0000000000,0.0017622367,0.00,1.00,1.00,0.0006850084
"25",0.0083450242,0.0638127436,0.0067795927,0.0015654316,0.0000000000,-0.000910389,0.00,1.00,1.00,0.0014855723
"26",0.0312566719,0.0568588287,0.0318293125,-0.000572641,0.0000000000,0.0145977404,0.00,1.00,1.00,0.0023924557
"27",0.0020358887,0.0629148496,-0.009706015,0.0117419038,0.0000000000,-0.003919628,0.00,1.00,1.00,0.0002963374
"28",0.0104846462,0.0536557879,0.0134522229,-0.002967577,0.0000000000,0.0010648055,0.00,1.00,1.00,0.0034192363
"29",-0.008892721,0.0492655996,-0.009868112,0.0009753904,0.0000000000,-0.010796206,0.00,1.00,1.00,0.0017285829
"30",0.0012562197,0.0358877222,0.0097075371,-0.008451317,0.0000000000,-0.003735081,0.00,1.00,0.00,0.0071570161
"31",0.0342984901,0.0294268473,0.0371705928,-0.002872103,0.0000000000,0.0192097450,0.00,1.00,1.00,0.0033710162
"32",0.0554544480,0.0417825495,0.0401560611,0.0152983869,0.0000000000,0.0337304834,0.00,1.00,1.00,0.0001182168
"33",0.0450532030,0.0644866922,0.0181708054,0.0268823976,0.0000000000,0.0257184797,0.00,1.00,1.00,0.0000074765
"34",0.0410893252,0.0786603923,0.0204669558,0.0206223694,0.0000000000,0.0209796079,0.00,1.00,1.00,0.0000141182
"35",0.0456507447,0.0877002745,0.0287448233,0.0169059214,0.0000000000,0.0226413960,0.00,1.00,1.00,0.0000475180
"36",0.0500230276,0.0971983069,0.0317549678,0.0182680598,0.0000000000,0.0246577300,0.00,1.00,1.00,0.0000167771
