,node,weight
1,-0.816287883,0.425607253
2,-1.673551629,0.054515583
3,-2.651961357,0.000971781
4,1e-14,0.810264618
5,0.816287883,0.425607253
6,1.673551629,0.054515583
7,2.651961357,0.000971781
